"deg1","deg2","deg3","deg4","deg5"
-7.3564724986767,80.8120592251226,175.48939311467,257.265348869036,329.960956770776
-7.35545142417405,80.4004691662619,163.636959283928,256.582789089266,320.560902472623
-7.36357666540192,82.9524600222269,169.496649695953,246.491908840598,332.0457962775
-7.3558059755595,81.5828321761261,169.885154797254,251.590690675226,326.207477797682
-7.35959003367078,82.4578632129136,164.078314595679,250.255641551316,332.535915367638
-7.35281615669542,80.4338970108884,163.859507695333,255.294505013835,317.613636760422
-7.35667562831673,79.3301657456263,169.830718723447,259.048846163491,319.949342562059
-7.35410460722192,83.7552460190243,168.185421977882,253.263950127795,330.362894650292
-7.35325650740144,80.0190103389258,165.54139141059,251.719279553903,336.717299762552
-7.35178387756473,81.853877099048,170.172776691065,254.093697682817,324.570062472866
-7.35510237573908,77.9274785079975,168.524363818282,254.322649508461,324.921695938063
-7.35565669478632,80.2273821084412,171.021037892673,252.656758222249,325.454982936362
-7.36097091666156,79.4427326397515,164.172309112083,258.007238327148,314.490092832568
-7.35653234093292,80.2663653840196,168.637579460044,256.178533206358,324.528791167112
-7.35696879087137,80.1591268650797,164.10187663646,249.249467679474,323.171522489507
-7.35804788023456,82.5180642137018,168.263604309439,254.784986880998,329.918822469661
-7.35223464490555,81.018418174995,167.365287213654,245.734181275996,322.756794083978
-7.36190189859506,82.2636022307978,161.699183517711,258.430097303195,326.498461917806
-7.35696723692582,79.934761526129,168.508063602592,254.158528227935,331.953960498901
-7.3582200921018,77.5695448413332,171.799207779688,233.646410363414,325.062613678328
-7.3586816531799,76.4014089191149,166.485973615861,243.623130961555,324.241231732095
-7.35768519681299,80.2900425911197,169.842958950984,260.037785420279,319.094360983737
-7.35877098942482,76.8542051905498,174.869153194281,260.894713159739,333.007072572489
-7.35732890178403,83.4612749974074,172.83846308006,244.698008168618,324.029768120814
-7.36019447511,83.374995662573,169.678089956077,251.835104220037,328.665512412345
-7.36117583332186,81.8513509248775,166.227593751948,253.494553490299,317.32091415763
-7.36356475696121,78.0988522823615,163.1629820093,241.825535420228,335.542477230653
-7.3610490655532,86.0937617883273,163.100083998444,250.506952808292,319.772563139941
-7.35931600305233,77.919981109536,171.370477052553,248.144362317765,324.07745586448
-7.36035156478465,82.2932938394191,168.579779320522,253.945378684545,327.703373761339
-7.36321570532166,82.8374529399429,165.537017366511,247.82623369723,333.547038821554
-7.35634064375236,79.5458953554236,164.216436233152,248.063161703416,319.858910276203
-7.35822423066254,83.2122844750051,162.709569344649,251.836762909408,321.143756595251
-7.35771515932776,81.5456973066984,166.968856723958,252.103296564259,320.897245956216
-7.35687098715673,81.8402703976133,163.505519269775,253.142568858465,316.680698415459
-7.35596951219863,81.7820088093481,161.498342278883,252.753331488511,324.089532153722
-7.35646331898492,83.2512872661852,168.77550160024,250.771864890451,328.387899942522
-7.35560331924654,78.70353839517,163.278453740168,254.523773569576,331.819321517977
-7.35973603100465,82.3350875525813,165.685890487335,250.788772368011,330.536432519039
-7.3597679393548,80.9192823301527,165.405323739881,263.451959145165,341.118936616676
-7.35999769330163,81.2869735555107,168.990098242126,254.649796858807,326.929370183566
-7.35806819301398,80.4299588616995,168.189504989801,253.270881118237,324.420720485197
-7.35800408720373,85.4111671509335,162.766314605986,255.421409726917,325.54891975047
-7.35846895311457,80.361285766941,167.337971731909,250.18828847994,331.476961001862
-7.35917518216973,80.4175698582088,169.124180804817,248.189026172462,334.444779527635
-7.35652878579477,80.9455774128903,169.472532113946,245.824840235439,347.279960402376
-7.35866040277168,81.3890456928262,171.616644793994,253.370067375272,329.962824553355
-7.35619943569295,79.3947214579148,169.647981928456,254.011339534276,320.7230557716
-7.35978229509089,83.1249348914124,166.421407330367,250.820092898342,327.04199997214
-7.36103065652572,84.1865708695798,160.457606929774,252.804323302045,337.477119667406
-7.3556067120931,84.4813770153069,165.842743458785,253.203042309821,335.769362070167
-7.35470965772264,76.88194120318,169.564978996791,259.960098744939,325.506237529595
-7.35962137705036,82.7660543824234,170.339675729559,249.480061865149,325.538414617708
-7.35976265411537,80.1771910661089,167.155357223467,246.084689635362,314.290146008687
-7.35860794916718,77.250548925095,168.584947554831,257.777171183064,312.714089051996
-7.35813641027377,80.2934357039494,168.204919364129,248.006921397509,325.363652023667
-7.35969391852461,84.7508906578795,169.104468684985,254.323234474185,324.934549910578
-7.35874855606599,83.7255018768496,166.135757035201,254.425141250281,319.53256462546
-7.3541874573676,82.7803851716616,170.004592733605,252.815911226108,319.588389008223
-7.35772773259894,83.4267316663793,166.804238145267,252.776740043692,315.719222725935
-7.358490897275,81.7193593944998,171.520438340166,250.473486547602,326.687005467491
-7.35876510342068,81.1915839817854,161.314916670285,249.200900926084,312.504007154443
-7.35660644635309,80.7212538483371,167.927964462783,254.96068328402,325.188252070179
-7.35766829494502,78.6164335346,166.18055069904,250.498094905416,321.503210641993
-7.35674956819882,82.5407501037584,170.963599124939,254.315271516639,334.655163322403
-7.36082799169788,80.804738822636,170.05816314245,253.128646466012,323.262077152724
-7.3568064864568,78.3142645437819,168.308858317022,253.754266852661,329.050416733234
-7.35866475534856,82.8216032421284,171.217966046651,257.871460221388,319.201150703821
-7.35573546464647,84.0499461512418,171.269172078033,251.143288168998,324.909182067233
-7.35873053589677,83.8414583664083,167.584200502703,249.991170227606,317.325132551184
-7.35933998667337,81.5728923600251,167.73121756283,257.434741724062,317.962195095561
-7.35882987815978,82.8678740190275,167.760600825646,256.84545814458,315.555948922588
-7.36011064817765,83.2368263327413,168.910057774254,257.398993906823,321.861706998792
-7.35415592509802,80.6447288453909,174.242409306562,251.652616203867,325.610441889724
-7.3586324224705,82.0161687826582,165.688479839655,249.781329596101,321.916151834414
-7.36015403562225,80.9502965460739,174.437083934734,250.338589594714,339.915829808192
-7.35966077823815,79.3482519993793,174.281421218917,256.14700706102,323.380623131788
-7.35950699135441,80.7839850606211,169.149774324875,257.028853549467,324.226468801402
-7.35528642549238,78.8214753753991,167.388884768191,257.781075394079,332.067631864054
-7.35827018790031,82.6235497253391,170.092246168771,258.174955304964,325.258544915274
-7.36150104216207,79.8072554420447,170.749755233709,256.439963878224,322.807091549754
-7.35466358688398,83.7824523374016,167.1532865872,254.853606465575,323.948808466602
-7.35627543987073,84.2324007444601,165.901586667864,255.201990469716,322.100544098283
-7.36011262825646,80.8500859917382,164.077212825734,246.875744041977,317.752587955408
-7.35693703579869,79.0500456383749,167.423229117661,253.868495407831,322.567893190353
-7.36161081954723,80.5103882836423,163.02389227428,251.826309832123,333.695114100007
-7.36027118445982,83.1741510568637,165.235872104954,248.349763382784,327.837664564425
-7.35572953654487,80.3169415488023,171.620669832144,249.796027898836,328.22112235519
-7.36001982007366,80.7077714863685,166.539789979105,267.702583648379,330.613973219222
-7.3582179538529,78.2595455969682,172.225877441874,243.201670015491,327.119862514189
-7.35714540248884,82.6910556318118,167.124411483943,258.337825219824,318.497260537865
-7.3582188977322,79.2248347972021,169.954136550689,255.39532903555,328.47023155395
-7.35744934184625,83.4116123742652,168.457110995622,252.256126720176,320.303139037033
-7.35959309122326,82.1243970930453,168.277946445263,253.766231924678,320.763622188766
-7.36036428818897,81.8166670236381,167.199267503673,254.755338601811,329.177058740194
-7.35566887697283,76.2133512051116,167.878725671982,250.309081816345,324.036754674007
-7.35496943651292,82.5900382064859,172.787668409418,262.469167275491,328.965652219255
-7.36454404857385,82.5313273003679,169.909358020047,251.385981573007,322.84288730599
-7.35650642665858,81.5347792116855,169.132269770238,242.024724696755,325.413059816151
