"model","data_gen","dataset_num","leg_deg","llik_stationary","aic_stationary","bic_stationary"
"model_Ycubic_tr100_legd5.RData","Ycubic",41,5,-107.664972235273,225.329944470546,238.355795400486
"model_Ycubic_tr100_legd5.RData","Ycubic",42,5,-155.630083398064,321.260166796128,334.286017726069
"model_Ycubic_tr100_legd5.RData","Ycubic",43,5,-112.906731664671,235.813463329343,248.839314259283
"model_Ycubic_tr100_legd5.RData","Ycubic",44,5,-122.453164819224,254.906329638448,267.932180568389
"model_Ycubic_tr100_legd5.RData","Ycubic",45,5,-115.037288789775,240.07457757955,253.100428509491
"model_Ycubic_tr100_legd5.RData","Ycubic",46,5,-183.866416498117,377.732832996233,390.758683926174
"model_Ycubic_tr100_legd5.RData","Ycubic",47,5,-118.613867643057,247.227735286114,260.253586216054
"model_Ycubic_tr100_legd5.RData","Ycubic",48,5,-137.908365486147,285.816730972293,298.842581902234
"model_Ycubic_tr100_legd5.RData","Ycubic",49,5,-85.3131322197946,180.626264439589,193.65211536953
"model_Ycubic_tr100_legd5.RData","Ycubic",50,5,-129.709023851526,269.418047703051,282.443898632992
"model_Ycubic_tr100_legd5.RData","Ycubic",51,5,-190.148233911159,390.296467822317,403.322318752258
"model_Ycubic_tr100_legd5.RData","Ycubic",52,5,-113.692186708125,237.384373416251,250.410224346191
"model_Ycubic_tr100_legd5.RData","Ycubic",53,5,-154.601865943308,319.203731886615,332.229582816556
"model_Ycubic_tr100_legd5.RData","Ycubic",54,5,-94.7063379483489,199.412675896698,212.438526826638
"model_Ycubic_tr100_legd5.RData","Ycubic",55,5,-87.2657953874889,184.531590774978,197.557441704918
"model_Ycubic_tr100_legd5.RData","Ycubic",56,5,-109.54925286129,229.09850572258,242.12435665252
"model_Ycubic_tr100_legd5.RData","Ycubic",57,5,-88.9389030575782,187.877806115156,200.903657045097
"model_Ycubic_tr100_legd5.RData","Ycubic",58,5,-96.8573528999775,203.714705799955,216.740556729895
"model_Ycubic_tr100_legd5.RData","Ycubic",59,5,-69.7208352070838,149.441670414168,162.467521344108
"model_Ycubic_tr100_legd5.RData","Ycubic",60,5,-107.915723966763,225.831447933526,238.857298863466
"model_Ycubic_tr100_legd5.RData","Ycubic",61,5,-142.020845774982,294.041691549963,307.067542479904
"model_Ycubic_tr100_legd5.RData","Ycubic",62,5,-91.3941604423941,192.788320884788,205.814171814729
"model_Ycubic_tr100_legd5.RData","Ycubic",63,5,-99.8768488962996,209.753697792599,222.77954872254
"model_Ycubic_tr100_legd5.RData","Ycubic",64,5,-172.378597533711,354.757195067422,367.783045997362
"model_Ycubic_tr100_legd5.RData","Ycubic",65,5,-123.655264547625,257.31052909525,270.33638002519
"model_Ycubic_tr100_legd5.RData","Ycubic",66,5,-115.017807037111,240.035614074222,253.061465004163
"model_Ycubic_tr100_legd5.RData","Ycubic",67,5,-115.381540086717,240.763080173434,253.788931103375
"model_Ycubic_tr100_legd5.RData","Ycubic",68,5,-85.9787052967101,181.95741059342,194.983261523361
"model_Ycubic_tr100_legd5.RData","Ycubic",69,5,-205.687996951291,421.375993902581,434.401844832522
"model_Ycubic_tr100_legd5.RData","Ycubic",70,5,-156.707843416762,323.415686833523,336.441537763464
"model_Ycubic_tr100_legd5.RData","Ycubic",71,5,-107.044477003168,224.088954006336,237.114804936276
"model_Ycubic_tr100_legd5.RData","Ycubic",72,5,-159.95458321241,329.909166424819,342.93501735476
"model_Ycubic_tr100_legd5.RData","Ycubic",73,5,-101.648844685242,213.297689370485,226.323540300425
"model_Ycubic_tr100_legd5.RData","Ycubic",74,5,-139.954607265824,289.909214531649,302.935065461589
"model_Ycubic_tr100_legd5.RData","Ycubic",75,5,-130.591935732453,271.183871464906,284.209722394846
"model_Ycubic_tr100_legd5.RData","Ycubic",76,5,-120.60270399046,251.20540798092,264.231258910861
"model_Ycubic_tr100_legd5.RData","Ycubic",77,5,-75.9202737396308,161.840547479262,174.866398409202
"model_Ycubic_tr100_legd5.RData","Ycubic",78,5,-135.547938623289,281.095877246579,294.121728176519
"model_Ycubic_tr100_legd5.RData","Ycubic",79,5,-156.817245805517,323.634491611035,336.660342540975
"model_Ycubic_tr100_legd5.RData","Ycubic",80,5,-136.586722733174,283.173445466347,296.199296396288
"model_Ycubic_tr100_legd5.RData","Ycubic",81,5,-128.722334655065,267.444669310129,280.47052024007
"model_Ycubic_tr100_legd5.RData","Ycubic",82,5,-172.438900651088,354.877801302175,367.903652232116
"model_Ycubic_tr100_legd5.RData","Ycubic",83,5,-110.187328712879,230.374657425759,243.400508355699
"model_Ycubic_tr100_legd5.RData","Ycubic",84,5,-191.887173646138,393.774347292276,406.800198222216
"model_Ycubic_tr100_legd5.RData","Ycubic",85,5,-103.603733356326,217.207466712651,230.233317642592
"model_Ycubic_tr100_legd5.RData","Ycubic",86,5,-157.729918545536,325.459837091073,338.485688021013
"model_Ycubic_tr100_legd5.RData","Ycubic",87,5,-71.320907992652,152.641815985304,165.667666915244
"model_Ycubic_tr100_legd5.RData","Ycubic",88,5,-122.878244679418,255.756489358837,268.782340288777
"model_Ycubic_tr100_legd5.RData","Ycubic",89,5,-182.301981430883,374.603962861765,387.629813791706
"model_Ycubic_tr100_legd5.RData","Ycubic",90,5,-125.42016129179,260.84032258358,273.866173513521
"model_Ycubic_tr100_legd5.RData","Ycubic",91,5,-125.010881597698,260.021763195396,273.047614125336
"model_Ycubic_tr100_legd5.RData","Ycubic",92,5,-100.075737538238,210.151475076476,223.177326006417
"model_Ycubic_tr100_legd5.RData","Ycubic",93,5,-125.303658532657,260.607317065313,273.633167995254
"model_Ycubic_tr100_legd5.RData","Ycubic",94,5,-131.091012019211,272.182024038422,285.207874968362
"model_Ycubic_tr100_legd5.RData","Ycubic",95,5,-149.468760394185,308.937520788371,321.963371718311
"model_Ycubic_tr100_legd5.RData","Ycubic",96,5,-143.11794985511,296.23589971022,309.261750640161
"model_Ycubic_tr100_legd5.RData","Ycubic",97,5,-129.399273112501,268.798546225002,281.824397154942
"model_Ycubic_tr100_legd5.RData","Ycubic",98,5,-68.4869843276016,146.973968655203,159.999819585144
"model_Ycubic_tr100_legd5.RData","Ycubic",99,5,-165.893712411405,341.787424822811,354.813275752751
"model_Ycubic_tr100_legd5.RData","Ycubic",100,5,-168.466823793891,346.933647587783,359.959498517723
"model_Ycubic_tr100_legd8.RData","Ycubic",1,8,-106.663951030799,229.327902061598,250.169263549503
"model_Ycubic_tr100_legd8.RData","Ycubic",2,8,-124.917109194045,265.83421838809,286.675579875995
"model_Ycubic_tr100_legd8.RData","Ycubic",3,8,-109.260988414981,234.521976829962,255.363338317866
"model_Ycubic_tr100_legd8.RData","Ycubic",4,8,-134.648215333472,285.296430666945,306.13779215485
"model_Ycubic_tr100_legd8.RData","Ycubic",5,8,-128.686840638905,273.37368127781,294.215042765715
"model_Ycubic_tr100_legd8.RData","Ycubic",6,8,-144.338836518863,304.677673037726,325.519034525631
"model_Ycubic_tr100_legd8.RData","Ycubic",7,8,-146.108152938323,308.216305876645,329.05766736455
"model_Ycubic_tr100_legd8.RData","Ycubic",8,8,-132.312535550401,280.625071100802,301.466432588706
"model_Ycubic_tr100_legd8.RData","Ycubic",9,8,-124.685785111977,265.371570223954,286.212931711859
"model_Ycubic_tr100_legd8.RData","Ycubic",10,8,-155.029041249464,326.058082498927,346.899443986832
"model_Ycubic_tr100_legd8.RData","Ycubic",11,8,-144.54246701573,305.084934031459,325.926295519364
"model_Ycubic_tr100_legd8.RData","Ycubic",12,8,-142.085388307389,300.170776614779,321.012138102683
"model_Ycubic_tr100_legd8.RData","Ycubic",13,8,-145.886847440472,307.773694880944,328.615056368848
"model_Ycubic_tr100_legd8.RData","Ycubic",14,8,-86.6892335264877,189.378467052975,210.21982854088
"model_Ycubic_tr100_legd8.RData","Ycubic",15,8,-149.384214855787,314.768429711573,335.609791199478
"model_Ycubic_tr100_legd8.RData","Ycubic",16,8,-81.023183462157,178.046366924314,198.887728412219
"model_Ycubic_tr100_legd8.RData","Ycubic",17,8,-127.167604121259,270.335208242518,291.176569730423
"model_Ycubic_tr100_legd8.RData","Ycubic",18,8,-98.5801527417276,213.160305483455,234.00166697136
"model_Ycubic_tr100_legd8.RData","Ycubic",19,8,-105.395109953462,226.790219906924,247.631581394828
"model_Ycubic_tr100_legd8.RData","Ycubic",20,8,-84.8803663042539,185.760732608508,206.602094096412
"model_Ycubic_tr100_legd8.RData","Ycubic",21,8,-112.268345014554,240.536690029108,261.378051517013
"model_Ycubic_tr100_legd8.RData","Ycubic",22,8,-91.9943408907147,199.988681781429,220.830043269334
"model_Ycubic_tr100_legd8.RData","Ycubic",23,8,-210.583004901981,437.166009803961,458.007371291866
"model_Ycubic_tr100_legd8.RData","Ycubic",24,8,-198.874242491291,413.748484982582,434.589846470487
"model_Ycubic_tr100_legd8.RData","Ycubic",25,8,-183.584742842099,383.169485684197,404.010847172102
"model_Ycubic_tr100_legd8.RData","Ycubic",26,8,-73.7590550056259,163.518110011252,184.359471499156
"model_Ycubic_tr100_legd8.RData","Ycubic",27,8,-130.421242013541,276.842484027083,297.683845514987
"model_Ycubic_tr100_legd8.RData","Ycubic",28,8,-117.936946501544,251.873893003089,272.715254490994
"model_Ycubic_tr100_legd8.RData","Ycubic",29,8,-131.050521994482,278.101043988964,298.942405476869
"model_Ycubic_tr100_legd8.RData","Ycubic",30,8,-101.120666056686,218.241332113372,239.082693601277
"model_Ycubic_tr100_legd8.RData","Ycubic",31,8,-125.434770269213,266.869540538426,287.710902026331
"model_Ycubic_tr100_legd8.RData","Ycubic",32,8,-132.950126939417,281.900253878834,302.741615366739
"model_Ycubic_tr100_legd8.RData","Ycubic",33,8,-128.754227761299,273.508455522598,294.349817010503
"model_Ycubic_tr100_legd8.RData","Ycubic",34,8,-128.987094963451,273.974189926901,294.815551414806
"model_Ycubic_tr100_legd8.RData","Ycubic",35,8,-147.200524846591,310.401049693181,331.242411181086
"model_Ycubic_tr100_legd8.RData","Ycubic",36,8,-124.912346709657,265.824693419315,286.66605490722
"model_Ycubic_tr100_legd8.RData","Ycubic",37,8,-132.230218484857,280.460436969715,301.30179845762
"model_Ycubic_tr100_legd8.RData","Ycubic",38,8,-93.1420728069921,202.284145613984,223.125507101889
"model_Ycubic_tr100_legd8.RData","Ycubic",39,8,-94.3468184114388,204.693636822878,225.534998310782
"model_Ycubic_tr100_legd8.RData","Ycubic",40,8,-133.179550559921,282.359101119843,303.200462607748
"model_Ycubic_tr100_legd8.RData","Ycubic",41,8,-106.462221949187,228.924443898374,249.765805386279
"model_Ycubic_tr100_legd8.RData","Ycubic",42,8,-153.912685723964,323.825371447928,344.666732935833
"model_Ycubic_tr100_legd8.RData","Ycubic",43,8,-111.647006237154,239.294012474307,260.135373962212
"model_Ycubic_tr100_legd8.RData","Ycubic",44,8,-121.090216224957,258.180432449914,279.021793937819
"model_Ycubic_tr100_legd8.RData","Ycubic",45,8,-113.768330853771,243.536661707542,264.378023195447
"model_Ycubic_tr100_legd8.RData","Ycubic",46,8,-181.829701955597,379.659403911194,400.500765399099
"model_Ycubic_tr100_legd8.RData","Ycubic",47,8,-117.362126754798,250.724253509596,271.5656149975
"model_Ycubic_tr100_legd8.RData","Ycubic",48,8,-136.392035671112,288.784071342223,309.625432830128
"model_Ycubic_tr100_legd8.RData","Ycubic",49,8,-84.447143661927,184.894287323854,205.735648811759
"model_Ycubic_tr100_legd8.RData","Ycubic",50,8,-128.252393303978,272.504786607956,293.346148095861
"model_Ycubic_tr100_legd8.RData","Ycubic",51,8,-188.048543011033,392.097086022067,412.938447509972
"model_Ycubic_tr100_legd8.RData","Ycubic",52,8,-112.412955424413,240.825910848825,261.66727233673
"model_Ycubic_tr100_legd8.RData","Ycubic",53,8,-153.011658091192,322.023316182383,342.864677670288
"model_Ycubic_tr100_legd8.RData","Ycubic",54,8,-93.6302092181069,203.260418436214,224.101779924118
"model_Ycubic_tr100_legd8.RData","Ycubic",55,8,-86.3391098110495,188.678219622099,209.519581110004
"model_Ycubic_tr100_legd8.RData","Ycubic",56,8,-108.409479878588,232.818959757176,253.660321245081
"model_Ycubic_tr100_legd8.RData","Ycubic",57,8,-87.9248496688222,191.849699337644,212.691060825549
"model_Ycubic_tr100_legd8.RData","Ycubic",58,8,-95.7724602440472,207.544920488094,228.386281975999
"model_Ycubic_tr100_legd8.RData","Ycubic",59,8,-68.9218810933992,153.843762186798,174.685123674703
"model_Ycubic_tr100_legd8.RData","Ycubic",60,8,-106.769830581471,229.539661162942,250.381022650847
"model_Ycubic_tr100_legd8.RData","Ycubic",61,8,-140.433499947912,296.866999895824,317.708361383729
"model_Ycubic_tr100_legd8.RData","Ycubic",62,8,-90.3905958743041,196.781191748608,217.622553236513
"model_Ycubic_tr100_legd8.RData","Ycubic",63,8,-98.7573539786023,213.514707957205,234.356069445109
"model_Ycubic_tr100_legd8.RData","Ycubic",64,8,-170.462991464411,356.925982928821,377.767344416726
"model_Ycubic_tr100_legd8.RData","Ycubic",65,8,-122.283254153635,260.566508307269,281.407869795174
"model_Ycubic_tr100_legd8.RData","Ycubic",66,8,-113.752018868947,243.504037737894,264.345399225798
"model_Ycubic_tr100_legd8.RData","Ycubic",67,8,-114.086147039756,244.172294079513,265.013655567417
"model_Ycubic_tr100_legd8.RData","Ycubic",68,8,-84.9980628654529,185.996125730906,206.83748721881
"model_Ycubic_tr100_legd8.RData","Ycubic",69,8,-203.406960135817,422.813920271633,443.655281759538
"model_Ycubic_tr100_legd8.RData","Ycubic",70,8,-154.968264153128,325.936528306256,346.777889794161
"model_Ycubic_tr100_legd8.RData","Ycubic",71,8,-105.845408311947,227.690816623894,248.532178111799
"model_Ycubic_tr100_legd8.RData","Ycubic",72,8,-158.171661949105,332.34332389821,353.184685386115
"model_Ycubic_tr100_legd8.RData","Ycubic",73,8,-100.496925290059,216.993850580119,237.835212068023
"model_Ycubic_tr100_legd8.RData","Ycubic",74,8,-138.409542135945,292.81908427189,313.660445759795
"model_Ycubic_tr100_legd8.RData","Ycubic",75,8,-129.125977463697,274.251954927393,295.093316415298
"model_Ycubic_tr100_legd8.RData","Ycubic",76,8,-119.2587095207,254.517419041401,275.358780529306
"model_Ycubic_tr100_legd8.RData","Ycubic",77,8,-75.0562297122782,166.112459424556,186.953820912461
"model_Ycubic_tr100_legd8.RData","Ycubic",78,8,-134.033271630792,284.066543261583,304.907904749488
"model_Ycubic_tr100_legd8.RData","Ycubic",79,8,-155.078585853771,326.157171707542,346.998533195446
"model_Ycubic_tr100_legd8.RData","Ycubic",80,8,-135.057584103502,286.115168207004,306.956529694909
"model_Ycubic_tr100_legd8.RData","Ycubic",81,8,-127.338221098305,270.676442196609,291.517803684514
"model_Ycubic_tr100_legd8.RData","Ycubic",82,8,-170.520206565052,357.040413130103,377.881774618008
"model_Ycubic_tr100_legd8.RData","Ycubic",83,8,-108.965027245298,233.930054490595,254.7714159785
"model_Ycubic_tr100_legd8.RData","Ycubic",84,8,-189.793818276767,395.587636553534,416.428998041439
"model_Ycubic_tr100_legd8.RData","Ycubic",85,8,-102.436820236717,220.873640473433,241.715001961338
"model_Ycubic_tr100_legd8.RData","Ycubic",86,8,-155.979306360252,327.958612720504,348.799974208409
"model_Ycubic_tr100_legd8.RData","Ycubic",87,8,-70.5375981358371,157.075196271674,177.916557759579
"model_Ycubic_tr100_legd8.RData","Ycubic",88,8,-121.533321279121,259.066642558242,279.908004046147
"model_Ycubic_tr100_legd8.RData","Ycubic",89,8,-180.28657289152,376.57314578304,397.414507270944
"model_Ycubic_tr100_legd8.RData","Ycubic",90,8,-124.028781983421,264.057563966843,284.898925454748
"model_Ycubic_tr100_legd8.RData","Ycubic",91,8,-123.613544203857,263.227088407715,284.068449895619
"model_Ycubic_tr100_legd8.RData","Ycubic",92,8,-98.9486466429332,213.897293285866,234.738654773771
"model_Ycubic_tr100_legd8.RData","Ycubic",93,8,-123.906721042834,263.813442085668,284.654803573573
"model_Ycubic_tr100_legd8.RData","Ycubic",94,8,-129.674123766397,275.348247532793,296.189609020698
"model_Ycubic_tr100_legd8.RData","Ycubic",95,8,-147.831443039067,311.662886078135,332.50424756604
"model_Ycubic_tr100_legd8.RData","Ycubic",96,8,-141.554985205009,299.109970410018,319.951331897922
"model_Ycubic_tr100_legd8.RData","Ycubic",97,8,-127.9566703932,271.9133407864,292.754702274305
"model_Ycubic_tr100_legd8.RData","Ycubic",98,8,-67.7014462564731,151.402892512946,172.244254000851
"model_Ycubic_tr100_legd8.RData","Ycubic",99,8,-164.05713647041,344.114272940819,364.955634428724
"model_Ycubic_tr100_legd8.RData","Ycubic",100,8,-166.617603067552,349.235206135104,370.076567623008
"model_Ylin_tr100_legd1.RData","Ylin",1,1,-13688.0092748476,27378.0185496952,27380.6237198812
"model_Ylin_tr100_legd1.RData","Ylin",2,1,-15339.6174774403,30681.2349548806,30683.8401250666
"model_Ylin_tr100_legd1.RData","Ylin",3,1,-13956.0173110585,27914.0346221169,27916.6397923029
"model_Ylin_tr100_legd1.RData","Ylin",4,1,-16396.3832601798,32794.7665203597,32797.3716905457
"model_Ylin_tr100_legd1.RData","Ylin",5,1,-15780.7330261461,31563.4660522922,31566.0712224781
"model_Ylin_tr100_legd1.RData","Ylin",6,1,-16838.5319067442,33679.0638134884,33681.6689836744
"model_Ylin_tr100_legd1.RData","Ylin",7,1,-17280.7641749615,34563.5283499229,34566.1335201089
"model_Ylin_tr100_legd1.RData","Ylin",8,1,-16216.8481636649,32435.6963273297,32438.3014975157
"model_Ylin_tr100_legd1.RData","Ylin",9,1,-15368.1641256169,30738.3282512337,30740.9334214197
"model_Ylin_tr100_legd1.RData","Ylin",10,1,-18329.3378236198,36660.6756472396,36663.2808174256
"model_Ylin_tr100_legd1.RData","Ylin",11,1,-17132.3993804712,34266.7987609424,34269.4039311284
"model_Ylin_tr100_legd1.RData","Ylin",12,1,-17179.1590532971,34360.3181065941,34362.9232767801
"model_Ylin_tr100_legd1.RData","Ylin",13,1,-16904.5825675231,33811.1651350463,33813.7703052323
"model_Ylin_tr100_legd1.RData","Ylin",14,1,-12124.1384460191,24250.2768920382,24252.8820622242
"model_Ylin_tr100_legd1.RData","Ylin",15,1,-17821.3012930966,35644.6025861932,35647.2077563792
"model_Ylin_tr100_legd1.RData","Ylin",16,1,-11641.6677027341,23285.3354054683,23287.9405756543
"model_Ylin_tr100_legd1.RData","Ylin",17,1,-14963.1147282668,29928.2294565336,29930.8346267196
"model_Ylin_tr100_legd1.RData","Ylin",18,1,-13224.1972007456,26450.3944014913,26452.9995716772
"model_Ylin_tr100_legd1.RData","Ylin",19,1,-13876.9571467362,27755.9142934725,27758.5194636584
"model_Ylin_tr100_legd1.RData","Ylin",20,1,-11828.7267327006,23659.4534654012,23662.0586355872
"model_Ylin_tr100_legd1.RData","Ylin",21,1,-14399.7605885509,28801.5211771019,28804.1263472879
"model_Ylin_tr100_legd1.RData","Ylin",22,1,-12519.9241566832,25041.8483133664,25044.4534835524
"model_Ylin_tr100_legd1.RData","Ylin",23,1,-22941.1280883608,45884.2561767215,45886.8613469075
"model_Ylin_tr100_legd1.RData","Ylin",24,1,-22206.0914985671,44414.1829971342,44416.7881673202
"model_Ylin_tr100_legd1.RData","Ylin",25,1,-20922.6679358715,41847.3358717431,41849.941041929
"model_Ylin_tr100_legd1.RData","Ylin",26,1,-10914.0992764751,21830.1985529502,21832.8037231361
"model_Ylin_tr100_legd1.RData","Ylin",27,1,-15703.4832895423,31408.9665790845,31411.5717492705
"model_Ylin_tr100_legd1.RData","Ylin",28,1,-14988.7802641735,29979.5605283469,29982.1656985329
"model_Ylin_tr100_legd1.RData","Ylin",29,1,-15417.8176134863,30837.6352269726,30840.2403971586
"model_Ylin_tr100_legd1.RData","Ylin",30,1,-13392.4477558582,26786.8955117163,26789.5006819023
"model_Ylin_tr100_legd1.RData","Ylin",31,1,-15439.8508574162,30881.7017148324,30884.3068850184
"model_Ylin_tr100_legd1.RData","Ylin",32,1,-15961.4486825153,31924.8973650307,31927.5025352167
"model_Ylin_tr100_legd1.RData","Ylin",33,1,-15745.8116754571,31493.6233509142,31496.2285211002
"model_Ylin_tr100_legd1.RData","Ylin",34,1,-15899.627466987,31801.2549339739,31803.8601041599
"model_Ylin_tr100_legd1.RData","Ylin",35,1,-17605.4734181502,35212.9468363005,35215.5520064865
"model_Ylin_tr100_legd1.RData","Ylin",36,1,-15115.8102437131,30233.6204874263,30236.2256576123
"model_Ylin_tr100_legd1.RData","Ylin",37,1,-15908.1285044344,31818.2570088688,31820.8621790548
"model_Ylin_tr100_legd1.RData","Ylin",38,1,-12554.7581512241,25111.5163024482,25114.1214726342
"model_Ylin_tr100_legd1.RData","Ylin",39,1,-12803.5395295131,25609.0790590261,25611.6842292121
"model_Ylin_tr100_legd1.RData","Ylin",40,1,-16313.7598387522,32629.5196775044,32632.1248476903
"model_Ylin_tr100_legd1.RData","Ylin",41,1,-13765.7290738776,27533.4581477551,27536.0633179411
"model_Ylin_tr100_legd1.RData","Ylin",42,1,-18093.5956206381,36189.1912412763,36191.7964114623
"model_Ylin_tr100_legd1.RData","Ylin",43,1,-13868.002251906,27738.0045038119,27740.6096739979
"model_Ylin_tr100_legd1.RData","Ylin",44,1,-15043.5026811986,30089.0053623972,30091.6105325832
"model_Ylin_tr100_legd1.RData","Ylin",45,1,-14385.095021435,28772.19004287,28774.795213056
"model_Ylin_tr100_legd1.RData","Ylin",46,1,-20752.4564768796,41506.9129537593,41509.5181239452
"model_Ylin_tr100_legd1.RData","Ylin",47,1,-13934.7683894672,27871.5367789344,27874.1419491204
"model_Ylin_tr100_legd1.RData","Ylin",48,1,-16290.8335509193,32583.6671018385,32586.2722720245
"model_Ylin_tr100_legd1.RData","Ylin",49,1,-11288.831440426,22579.662880852,22582.268051038
"model_Ylin_tr100_legd1.RData","Ylin",50,1,-15981.8308297573,31965.6616595146,31968.2668297006
"model_Ylin_tr100_legd1.RData","Ylin",51,1,-21127.9182417894,42257.8364835787,42260.4416537647
"model_Ylin_tr100_legd1.RData","Ylin",52,1,-14517.4262472355,29036.8524944711,29039.4576646571
"model_Ylin_tr100_legd1.RData","Ylin",53,1,-17236.4465076577,34474.8930153154,34477.4981855014
"model_Ylin_tr100_legd1.RData","Ylin",54,1,-12752.7885392849,25507.5770785697,25510.1822487557
"model_Ylin_tr100_legd1.RData","Ylin",55,1,-11643.7120980817,23289.4241961634,23292.0293663494
"model_Ylin_tr100_legd1.RData","Ylin",56,1,-13508.0933290131,27018.1866580262,27020.7918282122
"model_Ylin_tr100_legd1.RData","Ylin",57,1,-12280.9019853854,24563.8039707708,24566.4091409568
"model_Ylin_tr100_legd1.RData","Ylin",58,1,-12925.207692959,25852.415385918,25855.020556104
"model_Ylin_tr100_legd1.RData","Ylin",59,1,-10599.2072226066,21200.4144452133,21203.0196153993
"model_Ylin_tr100_legd1.RData","Ylin",60,1,-13462.8497072721,26927.6994145441,26930.3045847301
"model_Ylin_tr100_legd1.RData","Ylin",61,1,-17046.2641285404,34094.5282570808,34097.1334272668
"model_Ylin_tr100_legd1.RData","Ylin",62,1,-12306.6945172377,24615.3890344754,24617.9942046614
"model_Ylin_tr100_legd1.RData","Ylin",63,1,-13214.0595788509,26430.1191577018,26432.7243278878
"model_Ylin_tr100_legd1.RData","Ylin",64,1,-19722.9477161483,39447.8954322966,39450.5006024825
"model_Ylin_tr100_legd1.RData","Ylin",65,1,-15053.3656710602,30108.7313421203,30111.3365123063
"model_Ylin_tr100_legd1.RData","Ylin",66,1,-14441.694382253,28885.388764506,28887.993934692
"model_Ylin_tr100_legd1.RData","Ylin",67,1,-14469.4739686963,28940.9479373926,28943.5531075785
"model_Ylin_tr100_legd1.RData","Ylin",68,1,-11909.9465431904,23821.8930863808,23824.4982565668
"model_Ylin_tr100_legd1.RData","Ylin",69,1,-22468.0915501337,44938.1831002675,44940.7882704535
"model_Ylin_tr100_legd1.RData","Ylin",70,1,-18309.0877013428,36620.1754026855,36622.7805728715
"model_Ylin_tr100_legd1.RData","Ylin",71,1,-13836.2702905028,27674.5405810055,27677.1457511915
"model_Ylin_tr100_legd1.RData","Ylin",72,1,-18637.4848937829,37276.9697875659,37279.5749577519
"model_Ylin_tr100_legd1.RData","Ylin",73,1,-13476.3097411379,26954.6194822757,26957.2246524617
"model_Ylin_tr100_legd1.RData","Ylin",74,1,-16743.2498661244,33488.4997322487,33491.1049024347
"model_Ylin_tr100_legd1.RData","Ylin",75,1,-16019.4953830652,32040.9907661305,32043.5959363165
"model_Ylin_tr100_legd1.RData","Ylin",76,1,-15069.1830155673,30140.3660311346,30142.9712013206
"model_Ylin_tr100_legd1.RData","Ylin",77,1,-10993.2408087737,21988.4816175474,21991.0867877334
"model_Ylin_tr100_legd1.RData","Ylin",78,1,-16424.683429664,32851.366859328,32853.972029514
"model_Ylin_tr100_legd1.RData","Ylin",79,1,-17870.497964177,35742.995928354,35745.60109854
"model_Ylin_tr100_legd1.RData","Ylin",80,1,-16558.1813079176,33118.3626158351,33120.9677860211
"model_Ylin_tr100_legd1.RData","Ylin",81,1,-14966.2551928103,29934.5103856206,29937.1155558066
"model_Ylin_tr100_legd1.RData","Ylin",82,1,-19736.2912104287,39474.5824208574,39477.1875910434
"model_Ylin_tr100_legd1.RData","Ylin",83,1,-13809.3995646793,27620.7991293585,27623.4042995445
"model_Ylin_tr100_legd1.RData","Ylin",84,1,-21080.2042133659,42162.4084267319,42165.0135969179
"model_Ylin_tr100_legd1.RData","Ylin",85,1,-13312.6957894949,26627.3915789897,26629.9967491757
"model_Ylin_tr100_legd1.RData","Ylin",86,1,-18257.8790226537,36517.7580453074,36520.3632154934
"model_Ylin_tr100_legd1.RData","Ylin",87,1,-10514.5356378329,21031.0712756657,21033.6764458517
"model_Ylin_tr100_legd1.RData","Ylin",88,1,-15085.3045059523,30172.6090119047,30175.2141820907
"model_Ylin_tr100_legd1.RData","Ylin",89,1,-20560.6327253274,41123.2654506547,41125.8706208407
"model_Ylin_tr100_legd1.RData","Ylin",90,1,-15456.8678367356,30915.7356734711,30918.3408436571
"model_Ylin_tr100_legd1.RData","Ylin",91,1,-15504.5894773415,31011.1789546829,31013.7841248689
"model_Ylin_tr100_legd1.RData","Ylin",92,1,-13297.1623476853,26596.3246953706,26598.9298655566
"model_Ylin_tr100_legd1.RData","Ylin",93,1,-15421.8161323095,30845.6322646191,30848.2374348051
"model_Ylin_tr100_legd1.RData","Ylin",94,1,-15332.009441376,30666.018882752,30668.624052938
"model_Ylin_tr100_legd1.RData","Ylin",95,1,-17048.6850674467,34099.3701348935,34101.9753050794
"model_Ylin_tr100_legd1.RData","Ylin",96,1,-16499.3782653199,33000.7565306397,33003.3617008257
"model_Ylin_tr100_legd1.RData","Ylin",97,1,-15848.1407575659,31698.2815151317,31700.8866853177
"model_Ylin_tr100_legd1.RData","Ylin",98,1,-10326.1299463596,20654.2598927192,20656.8650629051
"model_Ylin_tr100_legd1.RData","Ylin",99,1,-18670.4517030769,37342.9034061538,37345.5085763398
"model_Ylin_tr100_legd1.RData","Ylin",100,1,-19178.9665283822,38359.9330567644,38362.5382269503
"model_Ylin_tr100_legd3.RData","Ylin",1,3,-4498.25394134831,9002.50788269663,9010.32339325459
"model_Ylin_tr100_legd3.RData","Ylin",2,3,-5055.59224232633,10117.1844846527,10124.9999952106
"model_Ylin_tr100_legd3.RData","Ylin",3,3,-4593.2641470617,9192.52829412341,9200.34380468137
"model_Ylin_tr100_legd3.RData","Ylin",4,3,-5411.42364868683,10828.8472973737,10836.6628079316
"model_Ylin_tr100_legd3.RData","Ylin",5,3,-5203.66763829765,10413.3352765953,10421.1507871533
"model_Ylin_tr100_legd3.RData","Ylin",6,3,-5566.10136141935,11138.2027228387,11146.0182333967
