"model","data_gen","dataset_num","leg_deg","llik_stationary","aic_stationary","bic_stationary"
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",91,10,-132.771605922729,285.543211845458,311.594913705339
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",92,10,-106.482683281176,232.965366562351,259.017068422232
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",93,10,-133.253091142811,286.506182285622,312.557884145503
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",94,10,-136.361734519237,292.723469038474,318.775170898355
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",95,10,-157.440243897837,334.880487795675,360.932189655556
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",96,10,-151.325458228257,322.650916456513,348.702618316394
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",97,10,-137.197134485898,294.394268971796,320.445970831677
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",98,10,-71.1455065280615,162.291013056123,188.342714916004
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",99,10,-174.141680312908,368.283360625817,394.335062485698
"model_Yquad1-1-1_tr100_legd10.RData","Yquad1-1-1",100,10,-178.420159481815,376.84031896363,402.892020823511
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",1,3,-117.639045430255,241.278090860509,249.093601418474
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",2,3,-136.539788659797,279.079577319594,286.895087877558
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",3,3,-122.120889614543,250.241779229086,258.057289787051
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",4,3,-147.097943421721,300.195886843443,308.011397401407
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",5,3,-140.167966133084,286.335932266168,294.151442824132
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",6,3,-152.442259265995,310.88451853199,318.700029089954
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",7,3,-158.230475411508,322.460950823017,330.276461380981
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",8,3,-145.464669180468,296.929338360936,304.7448489189
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",9,3,-138.203315182643,282.406630365285,290.22214092325
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",10,3,-169.879398727979,345.758797455958,353.574308013922
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",11,3,-156.155272082695,318.310544165391,326.126054723355
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",12,3,-155.655206410567,317.310412821133,325.125923379098
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",13,3,-159.079408592223,324.158817184446,331.974327742411
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",14,3,-94.0502227610519,194.100445522104,201.915956080068
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",15,3,-163.882442602984,333.764885205967,341.580395763931
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",16,3,-88.7700240936331,183.540048187266,191.35555874523
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",17,3,-138.933548101872,283.867096203743,291.682606761708
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",18,3,-108.299996652546,222.599993305093,230.415503863057
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",19,3,-115.693873438267,237.387746876535,245.203257434499
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",20,3,-93.0421481939726,192.084296387945,199.899806945909
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",21,3,-123.09627597521,252.192551950419,260.008062508383
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",22,3,-101.02574986381,208.05149972762,215.867010285584
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",23,3,-229.651743926906,465.303487853812,473.118998411777
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",24,3,-216.825757806649,439.651515613297,447.467026171262
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",25,3,-201.094251573555,408.18850314711,416.004013705074
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",26,3,-80.6733314149114,167.346662829823,175.162173387787
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",27,3,-142.909068582003,291.818137164006,299.63364772197
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",28,3,-128.791648923662,263.583297847323,271.398808405288
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",29,3,-142.525080629533,291.050161259066,298.86567181703
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",30,3,-109.843974800057,225.687949600113,233.503460158077
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",31,3,-136.533031711874,279.066063423747,286.881573981712
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",32,3,-143.738122982255,293.476245964509,301.291756522474
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",33,3,-141.45900938879,288.918018777581,296.733529335545
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",34,3,-141.366605637484,288.733211274967,296.548721832932
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",35,3,-161.684832944953,329.369665889905,337.18517644787
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",36,3,-135.584459286379,277.168918572758,284.984429130722
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",37,3,-142.851498286134,291.702996572267,299.518507130232
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",38,3,-102.405544053988,210.811088107975,218.626598665939
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",39,3,-103.863198887947,213.726397775895,221.541908333859
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",40,3,-145.931284873552,297.862569747105,305.678080305069
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",41,3,-115.544958442914,237.089916885828,244.905427443792
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",42,3,-168.903161752037,343.806323504073,351.621834062037
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",43,3,-117.880462863769,241.760925727539,249.576436285503
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",44,3,-131.574451593055,269.148903186111,276.964413744075
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",45,3,-124.225467238785,254.45093447757,262.266445035534
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",46,3,-199.29994662088,404.59989324176,412.415403799725
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",47,3,-126.099422519945,258.198845039891,266.014355597855
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",48,3,-148.325390558263,302.650781116526,310.46629167449
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",49,3,-92.249178068615,190.49835613723,198.313866695194
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",50,3,-140.868440108073,287.736880216146,295.55239077411
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",51,3,-205.379491274448,416.758982548896,424.57449310686
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",52,3,-123.442721357963,252.885442715926,260.70095327389
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",53,3,-166.459806903213,338.919613806425,346.735124364389
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",54,3,-101.813312800436,209.626625600871,217.442136158835
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",55,3,-94.5194079298889,195.038815859778,202.854326417742
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",56,3,-118.521660161154,243.043320322308,250.858830880272
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",57,3,-95.8740897098695,197.748179419739,205.563689977703
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",58,3,-105.249242690141,216.498485380282,224.313995938246
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",59,3,-75.756372480332,157.512744960664,165.328255518628
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",60,3,-116.033157518422,238.066315036844,245.881825594808
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",61,3,-154.187656266472,314.375312532944,322.190823090908
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",62,3,-99.205631426215,204.41126285243,212.226773410394
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",63,3,-108.385942882397,222.771885764794,230.587396322758
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",64,3,-186.931757563563,379.863515127126,387.679025685091
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",65,3,-132.682123020555,271.36424604111,279.179756599074
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",66,3,-124.510479400419,255.020958800838,262.836469358802
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",67,3,-124.374765480603,254.749530961205,262.565041519169
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",68,3,-92.438233134997,190.876466269994,198.691976827958
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",69,3,-221.893494828921,449.786989657843,457.602500215807
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",70,3,-170.196057920783,346.392115841567,354.207626399531
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",71,3,-115.676607707743,237.353215415485,245.168725973449
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",72,3,-173.964750673899,353.929501347798,361.745011905762
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",73,3,-110.455480204149,226.910960408297,234.726470966262
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",74,3,-151.788674482088,309.577348964177,317.392859522141
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",75,3,-141.988035674321,289.976071348643,297.791581906607
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",76,3,-130.862387470572,267.724774941145,275.540285499109
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",77,3,-81.0346129695593,168.069225939119,175.884736497083
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",78,3,-146.643576676632,299.287153353265,307.102663911229
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",79,3,-169.381593024585,344.76318604917,352.578696607135
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",80,3,-148.610484275826,303.220968551651,311.036479109616
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",81,3,-138.053165656682,282.106331313365,289.921841871329
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",82,3,-186.735067893402,379.470135786803,387.285646344767
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",83,3,-118.608327312763,243.216654625526,251.03216518349
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",84,3,-208.298272383396,422.596544766792,430.412055324756
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",85,3,-110.709803275382,227.419606550764,235.235117108729
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",86,3,-169.662101485154,345.324202970307,353.139713528272
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",87,3,-77.3596156056074,160.719231211215,168.534741769179
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",88,3,-134.085763850593,274.171527701187,281.987038259151
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",89,3,-197.891413073656,401.782826147312,409.598336705276
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",90,3,-136.149124665507,278.298249331013,286.113759888977
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",91,3,-135.680056292244,277.360112584489,285.175623142453
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",92,3,-108.845681120367,223.691362240734,231.506872798698
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",93,3,-136.14431090338,278.288621806759,286.104132364724
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",94,3,-139.263296384157,284.526592768314,292.342103326279
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",95,3,-160.753693196459,327.507386392919,335.322896950883
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",96,3,-154.492721706648,314.985443413296,322.80095397126
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",97,3,-140.187486673,286.374973346,294.190483903965
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",98,3,-72.7733988561022,151.546797712204,159.362308270169
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",99,3,-177.845754424022,361.691508848044,369.507019406008
"model_Yquad1-1-1_tr100_legd3.RData","Yquad1-1-1",100,3,-182.230334934679,370.460669869357,378.276180427322
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",1,5,-116.195599477211,242.391198954423,255.417049884363
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",2,5,-134.872721264282,279.745442528563,292.771293458504
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",3,5,-120.650311189341,251.300622378682,264.326473308622
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",4,5,-145.280316728755,300.560633457509,313.58648438745
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",5,5,-138.439934305035,286.87986861007,299.90571954001
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",6,5,-150.56070666838,311.121413336759,324.147264266699
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",7,5,-156.290944309995,322.581888619991,335.607739549931
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",8,5,-143.682261548638,297.364523097277,310.390374027217
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",9,5,-136.535911002484,283.071822004968,296.097672934908
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",10,5,-167.788008264097,345.576016528193,358.601867458134
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",11,5,-154.239994231371,318.479988462743,331.505839392683
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",12,5,-153.733705784704,317.467411569407,330.493262499348
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",13,5,-157.180858086052,324.361716172105,337.387567102045
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",14,5,-92.8509875749391,195.701975149878,208.727826079819
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",15,5,-161.865533936439,333.731067872877,346.756918802818
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",16,5,-87.6389241289038,185.277848257808,198.303699187748
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",17,5,-137.297017779251,284.594035558502,297.619886488442
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",18,5,-106.941030655696,223.882061311391,236.907912241332
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",19,5,-114.240826084367,238.481652168733,251.507503098674
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",20,5,-91.8712135930322,193.742427186064,206.768278116005
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",21,5,-121.568814566186,253.137629132373,266.163480062313
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",22,5,-99.7619614637125,209.523922927425,222.549773857365
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",23,5,-226.882426205237,463.764852410475,476.790703340415
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",24,5,-214.180644644162,438.361289288324,451.387140218264
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",25,5,-198.635505155718,407.271010311437,420.296861241377
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",26,5,-79.6396777384107,169.279355476821,182.305206406762
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",27,5,-141.186729905335,292.37345981067,305.39931074061
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",28,5,-127.181395440251,264.362790880502,277.388641810442
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",29,5,-140.82240140087,291.64480280174,304.67065373168
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",30,5,-108.459793629208,226.919587258416,239.945438188357
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",31,5,-134.850631397375,279.701262794751,292.727113724691
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",32,5,-141.976276274193,293.952552548386,306.978403478326
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",33,5,-139.742019288759,289.484038577518,302.509889507459
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",34,5,-139.622201481019,289.244402962038,302.270253891978
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",35,5,-159.696812649333,329.393625298666,342.419476228607
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",36,5,-133.947768547291,277.895537094582,290.921388024523
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",37,5,-141.105541879757,292.211083759513,305.236934689454
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",38,5,-101.136636349305,212.27327269861,225.29912362855
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",39,5,-102.569815653229,215.139631306458,228.165482236398
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",40,5,-144.13157596309,298.263151926181,311.289002856121
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",41,5,-114.106943246866,238.213886493733,251.239737423673
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",42,5,-166.848622949633,343.697245899265,356.723096829206
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",43,5,-116.422324901942,242.844649803884,255.870500733824
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",44,5,-129.954210211095,269.90842042219,282.934271352131
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",45,5,-122.69819322445,255.3963864489,268.42223737884
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",46,5,-196.870655859496,403.741311718992,416.767162648933
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",47,5,-124.621083456804,259.242166913608,272.268017843548
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",48,5,-146.529970528062,303.059941056123,316.085791986064
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",49,5,-91.1294294312169,192.258858862434,205.284709792374
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",50,5,-139.116215705877,288.232431411754,301.258282341695
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",51,5,-202.879671280035,415.75934256007,428.785193490011
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",52,5,-121.898580070516,253.797160141031,266.823011070972
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",53,5,-164.48725798627,338.974515972539,352.00036690248
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",54,5,-100.521951410209,211.043902820418,224.069753750358
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",55,5,-93.3667382928636,196.733476585727,209.759327515668
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",56,5,-117.087902529511,244.175805059022,257.201655988963
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",57,5,-94.6519085873972,199.303817174794,212.329668104735
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",58,5,-103.929463536238,217.858927072475,230.884778002416
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",59,5,-74.7744156378561,159.548831275712,172.574682205653
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",60,5,-114.632095650355,239.264191300709,252.290042230649
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",61,5,-152.281789379098,314.563578758195,327.589429688136
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",62,5,-97.9676205133721,205.935241026744,218.961091956685
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",63,5,-107.026474289179,224.052948578358,237.078799508298
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",64,5,-184.646361937543,379.292723875086,392.318574805027
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",65,5,-131.062579702879,272.125159405758,285.151010335699
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",66,5,-122.976866548047,255.953733096094,268.979584026035
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",67,5,-122.833758451397,255.667516902794,268.693367832735
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",68,5,-91.2644359139665,192.528871827933,205.554722757873
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",69,5,-219.201872193615,448.403744387229,461.42959531717
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",70,5,-168.111228515222,346.222457030444,359.248307960385
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",71,5,-114.228573220678,238.457146441355,251.482997371296
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",72,5,-171.829720083898,353.659440167796,366.685291097737
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",73,5,-109.061344037451,228.122688074903,241.148539004843
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",74,5,-149.922036320166,309.844072640333,322.869923570273
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",75,5,-140.227278754825,290.454557509651,303.480408439591
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",76,5,-129.240565768799,268.481131537597,281.506982467538
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",77,5,-79.9931314175233,169.986262835047,183.012113764987
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",78,5,-144.828350881829,299.656701763658,312.682552693598
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",79,5,-167.340944024645,344.68188804929,357.70773897923
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",80,5,-146.773315912671,303.546631825341,316.572482755282
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",81,5,-136.42751557396,282.855031147921,295.880882077861
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",82,5,-184.445194483418,378.890388966835,391.916239896776
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",83,5,-117.15641819002,244.31283638004,257.338687309981
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",84,5,-205.817340892081,421.634681784162,434.660532714103
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",85,5,-109.331746812413,228.663493624826,241.689344554766
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",86,5,-167.582404850212,345.164809700423,358.190660630364
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",87,5,-76.3775694284295,162.755138856859,175.780989786799
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",88,5,-132.454347557804,274.908695115607,287.934546045548
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",89,5,-195.479695436296,400.959390872592,413.985241802533
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",90,5,-134.469751082392,278.939502164784,291.965353094724
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",91,5,-133.99276936101,277.98553872202,291.01138965196
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",92,5,-107.474453799269,224.948907598538,237.974758528479
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",93,5,-134.467599888263,278.935199776526,291.961050706467
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",94,5,-137.580739034916,285.161478069833,298.187328999773
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",95,5,-158.834676894223,327.669353788446,340.695204718386
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",96,5,-152.658886177174,315.317772354348,328.343623284288
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",97,5,-138.453070887427,286.906141774855,299.931992704795
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",98,5,-71.8278072481626,153.655614496325,166.681465426266
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",99,5,-175.699448199901,361.398896399801,374.424747329742
"model_Yquad1-1-1_tr100_legd5.RData","Yquad1-1-1",100,5,-180.019879893669,370.039759787338,383.065610717279
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",1,7,-115.653151394795,245.30630278959,263.542494091506
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",2,7,-134.251088983533,282.502177967066,300.738369268983
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",3,7,-120.0958666769,254.191733353799,272.427924655716
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",4,7,-144.601121648242,303.202243296485,321.438434598401
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",5,7,-137.794612227631,289.589224455262,307.825415757178
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",6,7,-149.857485824272,313.714971648543,331.95116295046
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",7,7,-155.565511318403,325.131022636806,343.367213938723
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",8,7,-143.014269355371,300.028538710743,318.264730012659
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",9,7,-135.908414986835,285.81682997367,304.053021275587
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",10,7,-167.00681729709,348.013634594179,366.249825896096
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",11,7,-153.523419227759,321.046838455517,339.283029757434
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",12,7,-153.015845630098,320.031691260196,338.267882562113
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",13,7,-156.472323894881,326.944647789762,345.180839091678
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",14,7,-92.4042476164453,198.808495232891,217.044686534807
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",15,7,-161.11167516096,336.223350321921,354.459541623837
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",16,7,-87.2179311932524,188.435862386505,206.672053688421
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",17,7,-136.676331094714,287.352662189429,305.588853491345
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",18,7,-106.434335764365,226.86867152873,245.104862830647
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",19,7,-113.698750720245,241.39750144049,259.633692742407
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",20,7,-91.4330836669587,196.866167333917,215.102358635834
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",21,7,-120.999454085934,255.998908171869,274.235099473785
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",22,7,-99.2888037202901,212.57760744058,230.813798742497
