"model","data_gen","dataset_num","leg_deg","llik","aic","bic"
"model_Ycubic_tr100_legd4.RData","Ycubic",83,4,-46606.0037234859,93220.0074469718,93230.4281277157
"model_Ycubic_tr100_legd4.RData","Ycubic",84,4,-56700.2899305984,113408.579861197,113419.000541941
"model_Ycubic_tr100_legd4.RData","Ycubic",85,4,-43134.8757528638,86277.7515057276,86288.1721864715
"model_Ycubic_tr100_legd4.RData","Ycubic",86,4,-51221.9966217922,102451.993243584,102462.413924328
"model_Ycubic_tr100_legd4.RData","Ycubic",87,4,-36098.4084166869,72204.8168333737,72215.2375141177
"model_Ycubic_tr100_legd4.RData","Ycubic",88,4,-38720.3475618401,77448.6951236803,77459.1158044242
"model_Ycubic_tr100_legd4.RData","Ycubic",89,4,-56036.8091671039,112081.618334208,112092.039014952
"model_Ycubic_tr100_legd4.RData","Ycubic",90,4,-44213.2637830622,88434.5275661244,88444.9482468683
"model_Ycubic_tr100_legd4.RData","Ycubic",91,4,-44724.2138504806,89456.4277009612,89466.8483817051
"model_Ycubic_tr100_legd4.RData","Ycubic",92,4,-39006.7550151582,78021.5100303164,78031.9307110603
"model_Ycubic_tr100_legd4.RData","Ycubic",93,4,-54681.4256177513,109370.851235503,109381.271916247
"model_Ycubic_tr100_legd4.RData","Ycubic",94,4,-46361.6463081432,92731.2926162863,92741.7132970303
"model_Ycubic_tr100_legd4.RData","Ycubic",95,4,-47655.066090292,95318.132180584,95328.552861328
"model_Ycubic_tr100_legd4.RData","Ycubic",96,4,-45451.4912134797,90910.9824269594,90921.4031077033
"model_Ycubic_tr100_legd4.RData","Ycubic",97,4,-51798.2068260445,103604.413652089,103614.834332833
"model_Ycubic_tr100_legd4.RData","Ycubic",98,4,-36215.013951682,72438.027903364,72448.4485841079
"model_Ycubic_tr100_legd4.RData","Ycubic",99,4,-51045.198776748,102098.397553496,102108.81823424
"model_Ycubic_tr100_legd4.RData","Ycubic",100,4,-56490.8157789201,112989.63155784,113000.052238584
"model_Ycubic_tr100_legd5.RData","Ycubic",1,5,-44913.9517134484,89837.9034268968,89850.9292778268
"model_Ycubic_tr100_legd5.RData","Ycubic",2,5,-41380.7376842158,82771.4753684317,82784.5012193616
"model_Ycubic_tr100_legd5.RData","Ycubic",3,5,-41944.4336898961,83898.8673797922,83911.8932307221
"model_Ycubic_tr100_legd5.RData","Ycubic",4,5,-48106.4138291526,96222.8276583053,96235.8535092352
"model_Ycubic_tr100_legd5.RData","Ycubic",5,5,-41845.2068342522,83700.4136685043,83713.4395194343
"model_Ycubic_tr100_legd5.RData","Ycubic",6,5,-47984.6018900833,95979.2037801666,95992.2296310966
"model_Ycubic_tr100_legd5.RData","Ycubic",7,5,-52592.4529318291,105194.905863658,105207.931714588
"model_Ycubic_tr100_legd5.RData","Ycubic",8,5,-48913.0827366589,97836.1654733179,97849.1913242478
"model_Ycubic_tr100_legd5.RData","Ycubic",9,5,-54108.6611261748,108227.32225235,108240.34810328
"model_Ycubic_tr100_legd5.RData","Ycubic",10,5,-45594.9169842325,91199.833968465,91212.8598193949
"model_Ycubic_tr100_legd5.RData","Ycubic",11,5,-45868.7356101105,91747.4712202211,91760.497071151
"model_Ycubic_tr100_legd5.RData","Ycubic",12,5,-42560.7452042056,85131.4904084112,85144.5162593411
"model_Ycubic_tr100_legd5.RData","Ycubic",13,5,-47065.9220762863,94141.8441525726,94154.8700035026
"model_Ycubic_tr100_legd5.RData","Ycubic",14,5,-40468.0846087201,80946.1692174401,80959.1950683701
"model_Ycubic_tr100_legd5.RData","Ycubic",15,5,-54243.2934947602,108496.58698952,108509.61284045
"model_Ycubic_tr100_legd5.RData","Ycubic",16,5,-54175.4773150178,108360.954630036,108373.980480966
"model_Ycubic_tr100_legd5.RData","Ycubic",17,5,-44638.9080012466,89287.8160024931,89300.8418534231
"model_Ycubic_tr100_legd5.RData","Ycubic",18,5,-37473.479281162,74956.9585623239,74969.9844132539
"model_Ycubic_tr100_legd5.RData","Ycubic",19,5,-40739.5030606122,81489.0061212244,81502.0319721543
"model_Ycubic_tr100_legd5.RData","Ycubic",20,5,-34614.7959748078,69239.5919496156,69252.6178005455
"model_Ycubic_tr100_legd5.RData","Ycubic",21,5,-37038.049045168,74086.0980903361,74099.123941266
"model_Ycubic_tr100_legd5.RData","Ycubic",22,5,-35253.2898046974,70516.5796093947,70529.6054603247
"model_Ycubic_tr100_legd5.RData","Ycubic",23,5,-66246.6985945811,132503.397189162,132516.423040092
"model_Ycubic_tr100_legd5.RData","Ycubic",24,5,-58518.1123533346,117046.224706669,117059.250557599
"model_Ycubic_tr100_legd5.RData","Ycubic",25,5,-59423.2723060637,118856.544612127,118869.570463057
"model_Ycubic_tr100_legd5.RData","Ycubic",26,5,-31680.6640020544,63371.3280041088,63384.3538550387
"model_Ycubic_tr100_legd5.RData","Ycubic",27,5,-47013.7862644219,94037.5725288438,94050.5983797737
"model_Ycubic_tr100_legd5.RData","Ycubic",28,5,-43811.7683585503,87633.5367171006,87646.5625680305
"model_Ycubic_tr100_legd5.RData","Ycubic",29,5,-45391.2495503475,90792.499100695,90805.524951625
"model_Ycubic_tr100_legd5.RData","Ycubic",30,5,-45735.9741494249,91481.9482988499,91494.9741497798
"model_Ycubic_tr100_legd5.RData","Ycubic",31,5,-48984.0441221705,97978.088244341,97991.1140952709
"model_Ycubic_tr100_legd5.RData","Ycubic",32,5,-49570.6831541273,99151.3663082545,99164.3921591845
"model_Ycubic_tr100_legd5.RData","Ycubic",33,5,-47584.3661908713,95178.7323817426,95191.7582326725
"model_Ycubic_tr100_legd5.RData","Ycubic",34,5,-49864.7108036985,99739.4216073971,99752.447458327
"model_Ycubic_tr100_legd5.RData","Ycubic",35,5,-49390.6158370542,98791.2316741085,98804.2575250384
"model_Ycubic_tr100_legd5.RData","Ycubic",36,5,-42262.1196649019,84534.2393298039,84547.2651807338
"model_Ycubic_tr100_legd5.RData","Ycubic",37,5,-50293.4764373368,100596.952874674,100609.978725604
"model_Ycubic_tr100_legd5.RData","Ycubic",38,5,-34680.7289697472,69371.4579394944,69384.4837904243
"model_Ycubic_tr100_legd5.RData","Ycubic",39,5,-43166.0953466254,86342.1906932509,86355.2165441808
"model_Ycubic_tr100_legd5.RData","Ycubic",40,5,-46767.8276585322,93545.6553170644,93558.6811679943
"model_Ycubic_tr100_legd5.RData","Ycubic",41,5,-35257.3247475175,70524.649495035,70537.675345965
"model_Ycubic_tr100_legd5.RData","Ycubic",42,5,-48953.6915929772,97917.3831859543,97930.4090368843
"model_Ycubic_tr100_legd5.RData","Ycubic",43,5,-39648.3026461439,79306.6052922878,79319.6311432177
"model_Ycubic_tr100_legd5.RData","Ycubic",44,5,-49395.8966190336,98801.7932380671,98814.8190889971
"model_Ycubic_tr100_legd5.RData","Ycubic",45,5,-48499.4558640822,97008.9117281644,97021.9375790944
"model_Ycubic_tr100_legd5.RData","Ycubic",46,5,-55315.8031130122,110641.606226024,110654.632076954
"model_Ycubic_tr100_legd5.RData","Ycubic",47,5,-42339.3183896433,84688.6367792865,84701.6626302165
"model_Ycubic_tr100_legd5.RData","Ycubic",48,5,-51022.5697678191,102055.139535638,102068.165386568
"model_Ycubic_tr100_legd5.RData","Ycubic",49,5,-36821.3596078838,73652.7192157675,73665.7450666974
"model_Ycubic_tr100_legd5.RData","Ycubic",50,5,-47193.365771483,94396.731542966,94409.7573938959
"model_Ycubic_tr100_legd5.RData","Ycubic",51,5,-59975.6048990506,119961.209798101,119974.235649031
"model_Ycubic_tr100_legd5.RData","Ycubic",52,5,-47169.8542367222,94349.7084734443,94362.7343243743
"model_Ycubic_tr100_legd5.RData","Ycubic",53,5,-48306.7164185328,96623.4328370656,96636.4586879955
"model_Ycubic_tr100_legd5.RData","Ycubic",54,5,-38093.8175527748,76197.6351055495,76210.6609564795
"model_Ycubic_tr100_legd5.RData","Ycubic",55,5,-35424.0228763782,70858.0457527565,70871.0716036864
"model_Ycubic_tr100_legd5.RData","Ycubic",56,5,-44029.2933533781,88068.5867067561,88081.6125576861
"model_Ycubic_tr100_legd5.RData","Ycubic",57,5,-39499.5633340209,79009.1266680419,79022.1525189718
"model_Ycubic_tr100_legd5.RData","Ycubic",58,5,-42796.3041999178,85602.6083998356,85615.6342507656
"model_Ycubic_tr100_legd5.RData","Ycubic",59,5,-34958.5379524747,69927.0759049493,69940.1017558793
"model_Ycubic_tr100_legd5.RData","Ycubic",60,5,-42715.0250636086,85440.0501272173,85453.0759781472
"model_Ycubic_tr100_legd5.RData","Ycubic",61,5,-57583.5647470783,115177.129494157,115190.155345087
"model_Ycubic_tr100_legd5.RData","Ycubic",62,5,-47239.0710571187,94488.1421142373,94501.1679651672
"model_Ycubic_tr100_legd5.RData","Ycubic",63,5,-42010.5107378308,84031.0214756616,84044.0473265915
"model_Ycubic_tr100_legd5.RData","Ycubic",64,5,-56653.178951564,113316.357903128,113329.383754058
"model_Ycubic_tr100_legd5.RData","Ycubic",65,5,-50830.3261646506,101670.652329301,101683.678180231
"model_Ycubic_tr100_legd5.RData","Ycubic",66,5,-46020.0292047744,92050.0584095487,92063.0842604787
"model_Ycubic_tr100_legd5.RData","Ycubic",67,5,-41880.0406952332,83770.0813904664,83783.1072413964
"model_Ycubic_tr100_legd5.RData","Ycubic",68,5,-38202.1085434096,76414.2170868192,76427.2429377491
"model_Ycubic_tr100_legd5.RData","Ycubic",69,5,-62762.4054874882,125534.810974976,125547.836825906
"model_Ycubic_tr100_legd5.RData","Ycubic",70,5,-56987.2016138431,113984.403227686,113997.429078616
"model_Ycubic_tr100_legd5.RData","Ycubic",71,5,-42063.9887645904,84137.9775291809,84151.0033801108
"model_Ycubic_tr100_legd5.RData","Ycubic",72,5,-56923.0377827677,113856.075565535,113869.101416465
"model_Ycubic_tr100_legd5.RData","Ycubic",73,5,-37666.9490943126,75343.8981886252,75356.9240395551
"model_Ycubic_tr100_legd5.RData","Ycubic",74,5,-47149.1649453531,94308.3298907062,94321.3557416361
"model_Ycubic_tr100_legd5.RData","Ycubic",75,5,-43596.7025464122,87203.4050928244,87216.4309437543
"model_Ycubic_tr100_legd5.RData","Ycubic",76,5,-47341.2980318887,94692.5960637774,94705.6219147074
"model_Ycubic_tr100_legd5.RData","Ycubic",77,5,-39174.6518529028,78359.3037058056,78372.3295567356
"model_Ycubic_tr100_legd5.RData","Ycubic",78,5,-48058.9960530939,96127.9921061879,96141.0179571178
"model_Ycubic_tr100_legd5.RData","Ycubic",79,5,-52203.6391537708,104417.278307542,104430.304158471
"model_Ycubic_tr100_legd5.RData","Ycubic",80,5,-50972.9424914907,101955.884982981,101968.910833911
"model_Ycubic_tr100_legd5.RData","Ycubic",81,5,-43163.0763029559,86336.1526059118,86349.1784568417
"model_Ycubic_tr100_legd5.RData","Ycubic",82,5,-56440.9033881349,112891.80677627,112904.8326272
"model_Ycubic_tr100_legd5.RData","Ycubic",83,5,-46608.7938687418,93227.5877374835,93240.6135884135
"model_Ycubic_tr100_legd5.RData","Ycubic",84,5,-55961.1306563325,111932.261312665,111945.287163595
"model_Ycubic_tr100_legd5.RData","Ycubic",85,5,-42207.8992112049,84425.7984224099,84438.8242733398
"model_Ycubic_tr100_legd5.RData","Ycubic",86,5,-49790.6715469272,99591.3430938545,99604.3689447844
"model_Ycubic_tr100_legd5.RData","Ycubic",87,5,-36083.6248153313,72177.2496306627,72190.2754815926
"model_Ycubic_tr100_legd5.RData","Ycubic",88,5,-38396.0084299467,76802.0168598934,76815.0427108234
"model_Ycubic_tr100_legd5.RData","Ycubic",89,5,-56035.4015119911,112080.803023982,112093.828874912
"model_Ycubic_tr100_legd5.RData","Ycubic",90,5,-44191.3540713929,88392.7081427858,88405.7339937157
"model_Ycubic_tr100_legd5.RData","Ycubic",91,5,-43682.7083231784,87375.4166463569,87388.4424972868
"model_Ycubic_tr100_legd5.RData","Ycubic",92,5,-38139.9495360135,76289.8990720269,76302.9249229569
"model_Ycubic_tr100_legd5.RData","Ycubic",93,5,-54684.4859925054,109378.971985011,109391.997835941
"model_Ycubic_tr100_legd5.RData","Ycubic",94,5,-46247.8481811209,92505.6963622418,92518.7222131718
"model_Ycubic_tr100_legd5.RData","Ycubic",95,5,-47135.7370983335,94281.474196667,94294.500047597
"model_Ycubic_tr100_legd5.RData","Ycubic",96,5,-43444.36211179,86898.7242235801,86911.75007451
"model_Ycubic_tr100_legd5.RData","Ycubic",97,5,-51107.9465525569,102225.893105114,102238.918956044
"model_Ycubic_tr100_legd5.RData","Ycubic",98,5,-35567.8529139238,71145.7058278477,71158.7316787776
"model_Ycubic_tr100_legd5.RData","Ycubic",99,5,-49308.4748456135,98626.9496912271,98639.975542157
"model_Ycubic_tr100_legd5.RData","Ycubic",100,5,-56190.1143038811,112390.228607762,112403.254458692
"model_Ycubic_tr100_legd8.RData","Ycubic",1,8,-43506.9341112169,87029.8682224338,87050.7095839217
"model_Ycubic_tr100_legd8.RData","Ycubic",2,8,-41101.8344068548,82219.6688137096,82240.5101751975
"model_Ycubic_tr100_legd8.RData","Ycubic",3,8,-39427.1562717954,78870.3125435907,78891.1539050786
"model_Ycubic_tr100_legd8.RData","Ycubic",4,8,-43021.8040489723,86059.6080979446,86080.4494594325
"model_Ycubic_tr100_legd8.RData","Ycubic",5,8,-41124.4602474203,82264.9204948407,82285.7618563286
"model_Ycubic_tr100_legd8.RData","Ycubic",6,8,-45356.9906117006,90729.9812234011,90750.822584889
"model_Ycubic_tr100_legd8.RData","Ycubic",7,8,-51740.6616206019,103497.323241204,103518.164602692
"model_Ycubic_tr100_legd8.RData","Ycubic",8,8,-48450.574000763,96917.1480015259,96937.9893630138
"model_Ycubic_tr100_legd8.RData","Ycubic",9,8,-53572.5125181878,107161.025036376,107181.866397864
"model_Ycubic_tr100_legd8.RData","Ycubic",10,8,-45207.2584026896,90430.5168053793,90451.3581668672
"model_Ycubic_tr100_legd8.RData","Ycubic",11,8,-45114.9176066083,90245.8352132166,90266.6765747045
"model_Ycubic_tr100_legd8.RData","Ycubic",12,8,-41300.8437308301,82617.6874616601,82638.528823148
"model_Ycubic_tr100_legd8.RData","Ycubic",13,8,-46258.8875654304,92533.7751308608,92554.6164923487
"model_Ycubic_tr100_legd8.RData","Ycubic",14,8,-36497.829059492,73011.6581189841,73032.499480472
"model_Ycubic_tr100_legd8.RData","Ycubic",15,8,-54127.8695912905,108271.739182581,108292.580544069
"model_Ycubic_tr100_legd8.RData","Ycubic",16,8,-53032.5569214693,106081.113842939,106101.955204426
"model_Ycubic_tr100_legd8.RData","Ycubic",17,8,-41358.2811057175,82732.5622114349,82753.4035729228
"model_Ycubic_tr100_legd8.RData","Ycubic",18,8,-36719.2987468369,73454.5974936738,73475.4388551618
"model_Ycubic_tr100_legd8.RData","Ycubic",19,8,-40249.6164688928,80515.2329377856,80536.0742992735
"model_Ycubic_tr100_legd8.RData","Ycubic",20,8,-33340.8182902615,66697.636580523,66718.4779420109
"model_Ycubic_tr100_legd8.RData","Ycubic",21,8,-36514.4141690874,73044.8283381749,73065.6696996628
"model_Ycubic_tr100_legd8.RData","Ycubic",22,8,-33721.8365414313,67459.6730828627,67480.5144443506
"model_Ycubic_tr100_legd8.RData","Ycubic",23,8,-60627.3216033419,121270.643206684,121291.484568172
"model_Ycubic_tr100_legd8.RData","Ycubic",24,8,-56685.6711499349,113387.34229987,113408.183661358
"model_Ycubic_tr100_legd8.RData","Ycubic",25,8,-56939.8971593104,113895.794318621,113916.635680109
"model_Ycubic_tr100_legd8.RData","Ycubic",26,8,-29077.8519026052,58171.7038052103,58192.5451666982
"model_Ycubic_tr100_legd8.RData","Ycubic",27,8,-46072.4542305584,92160.9084611168,92181.7498226047
"model_Ycubic_tr100_legd8.RData","Ycubic",28,8,-43563.896463557,87143.7929271139,87164.6342886018
"model_Ycubic_tr100_legd8.RData","Ycubic",29,8,-44851.9052105963,89719.8104211927,89740.6517826806
"model_Ycubic_tr100_legd8.RData","Ycubic",30,8,-45681.839213806,91379.678427612,91400.5197890999
"model_Ycubic_tr100_legd8.RData","Ycubic",31,8,-41533.3667753933,83082.7335507866,83103.5749122745
"model_Ycubic_tr100_legd8.RData","Ycubic",32,8,-48576.9248633443,97169.8497266885,97190.6910881764
"model_Ycubic_tr100_legd8.RData","Ycubic",33,8,-45777.597677044,91571.195354088,91592.0367155759
"model_Ycubic_tr100_legd8.RData","Ycubic",34,8,-49579.3969572874,99174.7939145749,99195.6352760628
"model_Ycubic_tr100_legd8.RData","Ycubic",35,8,-49123.2499161958,98262.4998323917,98283.3411938796
"model_Ycubic_tr100_legd8.RData","Ycubic",36,8,-41026.3316105136,82068.6632210271,82089.504582515
"model_Ycubic_tr100_legd8.RData","Ycubic",37,8,-49247.34063279,98510.6812655799,98531.5226270678
"model_Ycubic_tr100_legd8.RData","Ycubic",38,8,-32959.4307259593,65934.8614519186,65955.7028134065
"model_Ycubic_tr100_legd8.RData","Ycubic",39,8,-40226.0690371008,80468.1380742015,80488.9794356894
"model_Ycubic_tr100_legd8.RData","Ycubic",40,8,-45414.2830366267,90844.5660732534,90865.4074347413
"model_Ycubic_tr100_legd8.RData","Ycubic",41,8,-34236.1327851467,68488.2655702933,68509.1069317812
"model_Ycubic_tr100_legd8.RData","Ycubic",42,8,-48727.923131054,97471.846262108,97492.6876235959
"model_Ycubic_tr100_legd8.RData","Ycubic",43,8,-38282.657031415,76581.3140628301,76602.155424318
"model_Ycubic_tr100_legd8.RData","Ycubic",44,8,-44118.0829418276,88252.1658836553,88273.0072451432
"model_Ycubic_tr100_legd8.RData","Ycubic",45,8,-46591.1360888843,93198.2721777687,93219.1135392566
"model_Ycubic_tr100_legd8.RData","Ycubic",46,8,-54356.3551503844,108728.710300769,108749.551662257
"model_Ycubic_tr100_legd8.RData","Ycubic",47,8,-40327.5389023861,80671.0778047722,80691.9191662601
"model_Ycubic_tr100_legd8.RData","Ycubic",48,8,-46850.6021975923,93717.2043951845,93738.0457566725
"model_Ycubic_tr100_legd8.RData","Ycubic",49,8,-34026.3007787393,68068.6015574787,68089.4429189666
"model_Ycubic_tr100_legd8.RData","Ycubic",50,8,-45915.9704850998,91847.9409701997,91868.7823316876
"model_Ycubic_tr100_legd8.RData","Ycubic",51,8,-59216.0068010434,118448.013602087,118468.854963575
"model_Ycubic_tr100_legd8.RData","Ycubic",52,8,-46263.5819487021,92543.1638974042,92564.0052588921
"model_Ycubic_tr100_legd8.RData","Ycubic",53,8,-46711.411755129,93438.8235102581,93459.664871746
"model_Ycubic_tr100_legd8.RData","Ycubic",54,8,-36093.2072466311,72202.4144932622,72223.2558547501
"model_Ycubic_tr100_legd8.RData","Ycubic",55,8,-31491.1201015547,62998.2402031095,63019.0815645974
"model_Ycubic_tr100_legd8.RData","Ycubic",56,8,-41954.6165467204,83925.2330934409,83946.0744549288
"model_Ycubic_tr100_legd8.RData","Ycubic",57,8,-39055.1458176529,78126.2916353058,78147.1329967937
"model_Ycubic_tr100_legd8.RData","Ycubic",58,8,-39445.0328777675,78906.0657555351,78926.907117023
"model_Ycubic_tr100_legd8.RData","Ycubic",59,8,-32610.3982483658,65236.7964967317,65257.6378582196
"model_Ycubic_tr100_legd8.RData","Ycubic",60,8,-42173.5469760118,84363.0939520236,84383.9353135115
"model_Ycubic_tr100_legd8.RData","Ycubic",61,8,-55626.837104769,111269.674209538,111290.515571026
"model_Ycubic_tr100_legd8.RData","Ycubic",62,8,-46807.3957081656,93630.7914163313,93651.6327778192
"model_Ycubic_tr100_legd8.RData","Ycubic",63,8,-40649.1556348104,81314.3112696209,81335.1526311088
"model_Ycubic_tr100_legd8.RData","Ycubic",64,8,-55288.4511063256,110592.902212651,110613.743574139
"model_Ycubic_tr100_legd8.RData","Ycubic",65,8,-48868.0185140966,97752.0370281932,97772.8783896811
"model_Ycubic_tr100_legd8.RData","Ycubic",66,8,-44444.1390813775,88904.2781627549,88925.1195242429
"model_Ycubic_tr100_legd8.RData","Ycubic",67,8,-41720.199945568,83456.399891136,83477.2412526239
"model_Ycubic_tr100_legd8.RData","Ycubic",68,8,-37405.8843632105,74827.7687264211,74848.610087909
"model_Ycubic_tr100_legd8.RData","Ycubic",69,8,-58877.7529409297,117771.505881859,117792.347243347
"model_Ycubic_tr100_legd8.RData","Ycubic",70,8,-54322.3804749976,108660.760949995,108681.602311483
"model_Ycubic_tr100_legd8.RData","Ycubic",71,8,-39488.849212599,78993.698425198,79014.5397866859
"model_Ycubic_tr100_legd8.RData","Ycubic",72,8,-55538.7085728596,111093.417145719,111114.258507207
"model_Ycubic_tr100_legd8.RData","Ycubic",73,8,-37354.2663476915,74724.5326953831,74745.374056871
"model_Ycubic_tr100_legd8.RData","Ycubic",74,8,-44152.3992943195,88320.7985886389,88341.6399501268
"model_Ycubic_tr100_legd8.RData","Ycubic",75,8,-42282.0729616429,84580.1459232858,84600.9872847737
"model_Ycubic_tr100_legd8.RData","Ycubic",76,8,-45031.5661101967,90079.1322203934,90099.9735818813
"model_Ycubic_tr100_legd8.RData","Ycubic",77,8,-37985.7291436575,75987.458287315,76008.2996488029
"model_Ycubic_tr100_legd8.RData","Ycubic",78,8,-46790.1385944315,93596.2771888631,93617.118550351
"model_Ycubic_tr100_legd8.RData","Ycubic",79,8,-50462.3060974546,100940.612194909,100961.453556397
"model_Ycubic_tr100_legd8.RData","Ycubic",80,8,-50301.6679728156,100619.335945631,100640.177307119
"model_Ycubic_tr100_legd8.RData","Ycubic",81,8,-41530.8805994725,83077.761198945,83098.6025604329
"model_Ycubic_tr100_legd8.RData","Ycubic",82,8,-56228.8502660515,112473.700532103,112494.541893591
"model_Ycubic_tr100_legd8.RData","Ycubic",83,8,-46340.4897271069,92696.9794542137,92717.8208157016
"model_Ycubic_tr100_legd8.RData","Ycubic",84,8,-55575.5489313492,111167.097862698,111187.939224186
"model_Ycubic_tr100_legd8.RData","Ycubic",85,8,-39497.4267189004,79010.8534378008,79031.6947992887
"model_Ycubic_tr100_legd8.RData","Ycubic",86,8,-48269.5500090809,96555.1000181618,96575.9413796497
"model_Ycubic_tr100_legd8.RData","Ycubic",87,8,-35560.0800017144,71136.1600034289,71157.0013649168
"model_Ycubic_tr100_legd8.RData","Ycubic",88,8,-38364.028551452,76744.057102904,76764.8984643919
"model_Ycubic_tr100_legd8.RData","Ycubic",89,8,-54446.6782310842,108909.356462168,108930.197823656
"model_Ycubic_tr100_legd8.RData","Ycubic",90,8,-43565.9250628288,87147.8501256576,87168.6914871455
"model_Ycubic_tr100_legd8.RData","Ycubic",91,8,-42116.252919222,84248.505838444,84269.3471999319
"model_Ycubic_tr100_legd8.RData","Ycubic",92,8,-37651.4777924924,75318.9555849848,75339.7969464727
"model_Ycubic_tr100_legd8.RData","Ycubic",93,8,-54240.177330283,108496.354660566,108517.196022054
"model_Ycubic_tr100_legd8.RData","Ycubic",94,8,-42182.2385944072,84380.4771888145,84401.3185503024
"model_Ycubic_tr100_legd8.RData","Ycubic",95,8,-43909.5293872755,87835.0587745511,87855.900136039
"model_Ycubic_tr100_legd8.RData","Ycubic",96,8,-42506.1542266882,85028.3084533764,85049.1498148643
"model_Ycubic_tr100_legd8.RData","Ycubic",97,8,-50401.4826272236,100818.965254447,100839.806615935
"model_Ycubic_tr100_legd8.RData","Ycubic",98,8,-33472.1278697461,66960.2557394922,66981.0971009801
"model_Ycubic_tr100_legd8.RData","Ycubic",99,8,-49144.4562463931,98304.9124927863,98325.7538542742
"model_Ycubic_tr100_legd8.RData","Ycubic",100,8,-53782.7291583176,107581.458316635,107602.299678123
"model_Ylin_tr100_legd1.RData","Ylin",1,1,-48155.0441206722,96312.0882413444,96314.6934115304
"model_Ylin_tr100_legd1.RData","Ylin",2,1,-42985.1618068889,85972.3236137778,85974.9287839638
"model_Ylin_tr100_legd1.RData","Ylin",3,1,-46860.5805978795,93723.1611957589,93725.7663659449
"model_Ylin_tr100_legd1.RData","Ylin",4,1,-49723.4182378696,99448.8364757392,99451.4416459252
"model_Ylin_tr100_legd1.RData","Ylin",5,1,-43815.1516090662,87632.3032181325,87634.9083883184
"model_Ylin_tr100_legd1.RData","Ylin",6,1,-52169.9662251044,104341.932450209,104344.537620395
"model_Ylin_tr100_legd1.RData","Ylin",7,1,-55484.7041483366,110971.408296673,110974.013466859
"model_Ylin_tr100_legd1.RData","Ylin",8,1,-52039.0632001153,104080.126400231,104082.731570416
"model_Ylin_tr100_legd1.RData","Ylin",9,1,-58519.2009271875,117040.401854375,117043.007024561
"model_Ylin_tr100_legd1.RData","Ylin",10,1,-46287.6266445747,92577.2532891494,92579.8584593354
"model_Ylin_tr100_legd1.RData","Ylin",11,1,-49409.8092044312,98821.6184088625,98824.2235790485
"model_Ylin_tr100_legd1.RData","Ylin",12,1,-44441.956724461,88885.9134489221,88888.5186191081
"model_Ylin_tr100_legd1.RData","Ylin",13,1,-48075.584702343,96153.1694046859,96155.7745748719
"model_Ylin_tr100_legd1.RData","Ylin",14,1,-41861.394825852,83724.789651704,83727.39482189
"model_Ylin_tr100_legd1.RData","Ylin",15,1,-55672.3661732941,111346.732346588,111349.337516774
"model_Ylin_tr100_legd1.RData","Ylin",16,1,-54520.0155708432,109042.031141686,109044.636311872
"model_Ylin_tr100_legd1.RData","Ylin",17,1,-47309.7397755651,94621.4795511302,94624.0847213162
"model_Ylin_tr100_legd1.RData","Ylin",18,1,-39291.7460251039,78585.4920502078,78588.0972203938
"model_Ylin_tr100_legd1.RData","Ylin",19,1,-42065.8206823021,84133.6413646042,84136.2465347902
"model_Ylin_tr100_legd1.RData","Ylin",20,1,-38036.0216303599,76074.0432607197,76076.6484309057
"model_Ylin_tr100_legd1.RData","Ylin",21,1,-37310.6334208939,74623.2668417877,74625.8720119737
"model_Ylin_tr100_legd1.RData","Ylin",22,1,-38699.9580440504,77401.9160881008,77404.5212582867
"model_Ylin_tr100_legd1.RData","Ylin",23,1,-71471.7797388704,142945.559477741,142948.164647927
"model_Ylin_tr100_legd1.RData","Ylin",24,1,-59630.2099141993,119262.419828399,119265.024998585
"model_Ylin_tr100_legd1.RData","Ylin",25,1,-65565.0117244706,131132.023448941,131134.628619127
"model_Ylin_tr100_legd1.RData","Ylin",26,1,-35402.9636114997,70807.9272229994,70810.5323931854
"model_Ylin_tr100_legd1.RData","Ylin",27,1,-48196.1330692358,96394.2661384716,96396.8713086576
"model_Ylin_tr100_legd1.RData","Ylin",28,1,-44967.8843956301,89937.7687912601,89940.3739614461
"model_Ylin_tr100_legd1.RData","Ylin",29,1,-47225.1635465787,94452.3270931574,94454.9322633434
"model_Ylin_tr100_legd1.RData","Ylin",30,1,-47910.7465459712,95823.4930919424,95826.0982621284
"model_Ylin_tr100_legd1.RData","Ylin",31,1,-50144.345330136,100290.690660272,100293.295830458
"model_Ylin_tr100_legd1.RData","Ylin",32,1,-51897.9932683316,103797.986536663,103800.591706849
"model_Ylin_tr100_legd1.RData","Ylin",33,1,-49157.6002105316,98317.2004210632,98319.8055912492
"model_Ylin_tr100_legd1.RData","Ylin",34,1,-52455.9239065661,104913.847813132,104916.452983318
"model_Ylin_tr100_legd1.RData","Ylin",35,1,-51907.9299329286,103817.859865857,103820.465036043
"model_Ylin_tr100_legd1.RData","Ylin",36,1,-45668.4852308748,91338.9704617496,91341.5756319356
"model_Ylin_tr100_legd1.RData","Ylin",37,1,-52868.6892847224,105739.378569445,105741.983739631
"model_Ylin_tr100_legd1.RData","Ylin",38,1,-37708.4888340064,75418.9776680128,75421.5828381988
"model_Ylin_tr100_legd1.RData","Ylin",39,1,-44681.4329666185,89364.865933237,89367.471103423
"model_Ylin_tr100_legd1.RData","Ylin",40,1,-47459.0588374987,94920.1176749973,94922.7228451833
"model_Ylin_tr100_legd1.RData","Ylin",41,1,-36995.8908361869,73993.7816723737,73996.3868425597
