"model","data_gen","dataset_num","leg_deg","llik","aic","bic"
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",57,7,-39120.7399901226,78255.4799802451,78273.7161715471
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",58,7,-42326.0671828868,84666.1343657736,84684.3705570755
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",59,7,-33631.7335093238,67277.4670186476,67295.7032099495
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",60,7,-42303.7961761313,84621.5923522627,84639.8285435646
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",61,7,-55631.5800308248,111277.16006165,111295.396252952
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",62,7,-46871.3942317985,93756.788463597,93775.0246548989
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",63,7,-41539.9302196268,83093.8604392535,83112.0966305554
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",64,7,-56366.4299663065,112746.859932613,112765.096123915
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",65,7,-49430.0050282913,98874.0100565825,98892.2462478845
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",66,7,-44632.4529327456,89278.9058654911,89297.142056793
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",67,7,-41862.5108663182,83739.0217326363,83757.2579239382
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",68,7,-37400.8201920757,74815.6403841514,74833.8765754533
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",69,7,-59500.1362791498,119014.2725583,119032.508749601
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",70,7,-54818.9440135363,109651.888027073,109670.124218375
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",71,7,-40359.532243706,80733.064487412,80751.300678714
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",72,7,-55570.8123800202,111155.62476004,111173.860951342
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",73,7,-37463.8089186887,74941.6178373774,74959.8540286793
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",74,7,-46688.9577052132,93391.9154104264,93410.1516017283
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",75,7,-42480.0881844624,84974.1763689248,84992.4125602267
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",76,7,-47146.3528175358,94306.7056350715,94324.9418263734
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",77,7,-38148.0685863632,76310.1371727265,76328.3733640284
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",78,7,-47799.2972227037,95612.5944454074,95630.8306367094
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",79,7,-51132.443325973,102278.886651946,102297.122843248
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",80,7,-50441.1004597845,100896.200919569,100914.437110871
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",81,7,-41538.1697618537,83090.3395237075,83108.5757150094
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",82,7,-56419.760667118,112853.521334236,112871.757525538
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",83,7,-46542.5954336474,93099.1908672948,93117.4270585967
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",84,7,-55796.6251983473,111607.250396695,111625.486587997
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",85,7,-41510.2066811922,83034.4133623844,83052.6495536863
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",86,7,-48365.9703989127,96745.9407978253,96764.1769891272
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",87,7,-35791.0332542882,71596.0665085764,71614.3026998783
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",88,7,-38397.8572341374,76809.7144682747,76827.9506595766
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",89,7,-55805.1620576952,111624.32411539,111642.560306692
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",90,7,-43561.3968728389,87136.7937456778,87155.0299369797
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",91,7,-42508.1663565542,85030.3327131084,85048.5689044103
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",92,7,-37808.3755487302,75630.7510974604,75648.9872887623
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",93,7,-54663.858688181,109341.717376362,109359.953567664
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",94,7,-44991.1920483597,89996.3840967195,90014.6202880214
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",95,7,-44304.1272641262,88622.2545282523,88640.4907195543
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",96,7,-43143.9573000494,86301.9146000987,86320.1507914006
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",97,7,-50973.5701891754,101961.140378351,101979.376569653
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",98,7,-33812.0721154627,67638.1442309254,67656.3804222273
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",99,7,-49180.1498913189,98374.2997826379,98392.5359739398
"model_Yquad1-1-1_tr100_legd7.RData","Yquad1-1-1",100,7,-53779.2953346562,107572.590669312,107590.826860614
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",1,9,-42901.708383019,85821.4167660381,85844.863297712
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",2,9,-40105.9638022446,80229.9276044893,80253.3741361632
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",3,9,-39148.2305187694,78314.4610375388,78337.9075692126
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",4,9,-42835.2305964412,85688.4611928824,85711.9077245563
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",5,9,-39109.5821191168,78237.1642382336,78260.6107699075
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",6,9,-44555.3743408438,89128.7486816875,89152.1952133614
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",7,9,-51727.3944632024,103472.788926405,103496.235458079
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",8,9,-48274.6269019371,96567.2538038742,96590.7003355481
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",9,9,-53061.5099828077,106141.019965615,106164.466497289
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",10,9,-44159.9908542429,88337.9817084857,88361.4282401596
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",11,9,-43356.8879074981,86731.7758149962,86755.2223466701
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",12,9,-37994.6832482017,76007.3664964033,76030.8130280772
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",13,9,-46060.4248385072,92138.8496770144,92162.2962086882
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",14,9,-34508.5799464438,69035.1598928875,69058.6064245614
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",15,9,-53007.536636096,106033.073272192,106056.519803866
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",16,9,-50154.3662372183,100326.732474437,100350.17900611
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",17,9,-38428.979221169,76875.9584423381,76899.404974012
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",18,9,-34796.247212174,69610.4944243479,69633.9409560218
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",19,9,-40245.7743278222,80509.5486556444,80532.9951873183
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",20,9,-32579.4486197041,65176.8972394083,65200.3437710822
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",21,9,-36320.189848059,72658.379696118,72681.8262277919
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",22,9,-33542.9992413369,67103.9984826737,67127.4450143476
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",23,9,-60628.9133482847,121275.826696569,121299.273228243
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",24,9,-55602.3920309564,111222.784061913,111246.230593587
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",25,9,-54380.3186952874,108778.637390575,108802.083922249
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",26,9,-28498.5281799591,57015.0563599182,57038.5028915921
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",27,9,-45734.5283843248,91487.0567686497,91510.5033003236
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",28,9,-43528.0929167612,87074.1858335223,87097.6323651962
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",29,9,-44813.3921925487,89644.7843850973,89668.2309167712
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",30,9,-45337.119209012,90692.238418024,90715.6849496979
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",31,9,-41446.6418069423,82911.2836138845,82934.7301455584
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",32,9,-48577.4273087182,97172.8546174364,97196.3011491103
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",33,9,-45496.34893933,91010.69787866,91034.1444103338
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",34,9,-48541.8447909847,97101.6895819694,97125.1361136433
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",35,9,-48100.1015691015,96218.203138203,96241.6496698768
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",36,9,-41026.3582937203,82070.7165874406,82094.1631191145
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",37,9,-48403.8168298984,96825.6336597967,96849.0801914706
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",38,9,-32935.6700559928,65889.3401119856,65912.7866436595
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",39,9,-38623.3745781862,77264.7491563725,77288.1956880464
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",40,9,-45380.1338373677,90778.2676747354,90801.7142064093
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",41,9,-34170.0068654431,68358.0137308863,68381.4602625602
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",42,9,-47837.1541258344,95692.3082516689,95715.7547833428
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",43,9,-37559.8224208325,75137.6448416651,75161.0913733389
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",44,9,-42316.0626628479,84650.1253256958,84673.5718573697
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",45,9,-46465.0315727697,92948.0631455394,92971.5096772133
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",46,9,-54300.6841242623,108619.368248525,108642.814780198
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",47,9,-40315.5526949278,80649.1053898556,80672.5519215295
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",48,9,-46680.6194760735,93379.238952147,93402.6854838209
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",49,9,-33941.8373143678,67901.6746287356,67925.1211604095
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",50,9,-45410.4538054661,90838.9076109323,90862.3541426062
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",51,9,-59052.4825548236,118122.965109647,118146.411641321
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",52,9,-45421.2711981554,90860.5423963109,90883.9889279848
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",53,9,-46712.8545447411,93443.7090894821,93467.155621156
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",54,9,-35850.6983819169,71719.3967638338,71742.8432955077
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",55,9,-31484.8761380769,62987.7522761539,63011.1988078278
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",56,9,-41483.0814351801,82984.1628703602,83007.6094020341
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",57,9,-39020.9189089807,78059.8378179613,78083.2843496352
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",58,9,-39109.3638334909,78236.7276669817,78260.1741986556
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",59,9,-31065.7345617441,62149.4691234881,62172.915655162
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",60,9,-42039.5360410959,84097.0720821919,84120.5186138658
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",61,9,-54901.8095616245,109821.619123249,109845.065654923
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",62,9,-45500.3692251571,91018.7384503143,91042.1849819882
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",63,9,-40174.1628208056,80366.3256416111,80389.772173285
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",64,9,-55216.9724677111,110451.944935422,110475.391467096
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",65,9,-48691.7375162689,97401.4750325377,97424.9215642116
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",66,9,-44404.3785375645,88826.7570751289,88850.2036068028
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",67,9,-41541.8951478426,83101.7902956852,83125.2368273591
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",68,9,-37206.8967221764,74431.7934443527,74455.2399760266
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",69,9,-58012.7178498053,116043.435699611,116066.882231284
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",70,9,-53734.417811606,107486.835623212,107510.282154886
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",71,9,-39490.2359598668,78998.4719197336,79021.9184514075
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",72,9,-55256.8693903576,110531.738780715,110555.185312389
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",73,9,-37348.9254262114,74715.8508524229,74739.2973840968
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",74,9,-42208.3961336983,84434.7922673966,84458.2387990705
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",75,9,-42158.2919293095,84334.583858619,84358.0303902929
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",76,9,-45033.0540755376,90084.1081510752,90107.5546827491
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",77,9,-37952.8210980222,75923.6421960444,75947.0887277183
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",78,9,-46389.0073815631,92796.0147631262,92819.4612948001
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",79,9,-50462.5211945586,100943.042389117,100966.488920791
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",80,9,-50038.3417420597,100094.683484119,100118.130015793
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",81,9,-41363.763701308,82745.5274026161,82768.97393429
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",82,9,-56126.255724678,112270.511449356,112293.95798103
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",83,9,-44026.3216804268,88070.6433608535,88094.0898925274
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",84,9,-55034.5096456497,110087.019291299,110110.465822973
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",85,9,-38795.6490630748,77609.2981261496,77632.7446578235
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",86,9,-48247.7482151435,96513.496430287,96536.9429619609
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",87,9,-35562.4388124122,71142.8776248244,71166.3241564983
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",88,9,-38084.0894252251,76186.1788504503,76209.6253821242
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",89,9,-53975.1703018719,107968.340603744,107991.787135418
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",90,9,-43567.7267177462,87153.4534354923,87176.8999671662
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",91,9,-42105.5878864172,84229.1757728345,84252.6223045083
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",92,9,-37449.4908462577,74916.9816925153,74940.4282241892
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",93,9,-54196.5428872577,108411.085774515,108434.532306189
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",94,9,-42173.4979109361,84364.9958218721,84388.442353546
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",95,9,-43733.4758546374,87484.9517092747,87508.3982409486
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",96,9,-42501.1311371312,85020.2622742623,85043.7088059362
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",97,9,-50302.9394465871,100623.878893174,100647.325424848
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",98,9,-32096.4392908008,64210.8785816016,64234.3251132755
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",99,9,-48978.2637205203,97974.5274410406,97997.9739727145
"model_Yquad1-1-1_tr100_legd9.RData","Yquad1-1-1",100,9,-53767.5811093706,107553.162218741,107576.608750415
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",1,1,-2444815.57891314,4889633.15782628,4889635.76299647
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",2,1,-1073193.19544715,2146388.39089429,2146390.99606448
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",3,1,-3790134.71899403,7580271.43798805,7580274.04315824
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",4,1,-1692707.71966436,3385417.43932872,3385420.0444989
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",5,1,-1935685.52277073,3871373.04554147,3871375.65071166
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",6,1,-2653420.28414047,5306842.56828094,5306845.17345112
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",7,1,-2321594.5927781,4643191.18555621,4643193.79072639
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",8,1,-1850420.82622118,3700843.65244236,3700846.25761255
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",9,1,-3109829.73431689,6219661.46863379,6219664.07380397
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",10,1,-994245.216207069,1988492.43241414,1988495.03758432
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",11,1,-2595615.65817576,5191233.31635152,5191235.9215217
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",12,1,-1952473.46257374,3904948.92514747,3904951.53031766
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",13,1,-932455.952116307,1864913.90423261,1864916.5094028
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",14,1,-2559007.47243855,5118016.94487709,5118019.55004728
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",15,1,-881079.516855943,1762161.03371189,1762163.63888207
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",16,1,-1243736.94847477,2487475.89694954,2487478.50211973
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",17,1,-3667468.46823008,7334938.93646016,7334941.54163034
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",18,1,-1820023.20137234,3640048.40274469,3640051.00791487
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",19,1,-751020.746556548,1502043.4931131,1502046.09828328
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",20,1,-2099485.32696052,4198972.65392104,4198975.25909123
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",21,1,-454394.72988227,908791.459764539,908794.064934725
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",22,1,-3525555.16322461,7051112.32644922,7051114.9316194
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",23,1,-3518902.01860522,7037806.03721044,7037808.64238063
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",24,1,-1153244.3282504,2306490.65650079,2306493.26167098
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",25,1,-4327374.31385636,8654750.62771273,8654753.23288292
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",26,1,-4062675.64212405,8125353.28424809,8125355.88941828
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",27,1,-996971.288656831,1993944.57731366,1993947.18248385
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",28,1,-793163.503566311,1586329.00713262,1586331.61230281
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",29,1,-1284864.31613388,2569730.63226777,2569733.23743796
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",30,1,-782487.654440407,1564977.30888081,1564979.914051
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",31,1,-3824868.1629758,7649738.32595161,7649740.9311218
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",32,1,-935887.905830229,1871777.81166046,1871780.41683064
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",33,1,-858948.083542938,1717898.16708588,1717900.77225606
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",34,1,-1103115.67126886,2206233.34253772,2206235.94770791
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",35,1,-2429364.94644637,4858731.89289275,4858734.49806293
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",36,1,-2315068.50615588,4630139.01231176,4630141.61748194
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",37,1,-2129637.49072095,4259276.9814419,4259279.58661209
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",38,1,-1437038.68228071,2874079.36456142,2874081.96973161
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",39,1,-2336387.27378239,4672776.54756478,4672779.15273497
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",40,1,-1090351.15920716,2180704.31841433,2180706.92358451
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",41,1,-822507.689264899,1645017.3785298,1645019.98369998
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",42,1,-1281216.54686959,2562435.09373918,2562437.69890937
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",43,1,-1747854.76900368,3495711.53800737,3495714.14317755
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",44,1,-3063342.50015397,6126687.00030793,6126689.60547812
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",45,1,-2892903.43784586,5785808.87569172,5785811.48086191
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",46,1,-978599.156535583,1957200.31307117,1957202.91824135
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",47,1,-2258771.76509446,4517545.53018892,4517548.1353591
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",48,1,-1645831.64767634,3291665.29535267,3291667.90052286
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",49,1,-2008349.51878513,4016701.03757025,4016703.64274044
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",50,1,-604642.656108726,1209287.31221745,1209289.91738764
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",51,1,-1311931.45744789,2623864.91489578,2623867.52006597
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",52,1,-2290879.16083565,4581760.3216713,4581762.92684148
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",53,1,-3654766.54791407,7309535.09582814,7309537.70099833
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",54,1,-1600828.3120324,3201658.62406481,3201661.22923499
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",55,1,-3314491.16954681,6628984.33909361,6628986.9442638
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",56,1,-3673829.99221608,7347661.98443216,7347664.58960235
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",57,1,-1526193.2847537,3052388.5695074,3052391.17467758
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",58,1,-1989614.88924137,3979231.77848273,3979234.38365292
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",59,1,-1232969.7887843,2465941.5775686,2465944.18273879
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",60,1,-429551.978573097,859105.957146194,859108.56231638
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",61,1,-800372.882030044,1600747.76406009,1600750.36923027
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",62,1,-2389262.49892967,4778526.99785934,4778529.60302952
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",63,1,-3234373.17343967,6468748.34687933,6468750.95204952
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",64,1,-2118321.97585953,4236645.95171907,4236648.55688926
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",65,1,-1244697.18159496,2489396.36318993,2489398.96836011
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",66,1,-1694227.54821691,3388457.09643383,3388459.70160401
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",67,1,-256115.015908738,512232.031817476,512234.636987662
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",68,1,-1282804.7478478,2565611.4956956,2565614.10086579
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",69,1,-797158.505746526,1594319.01149305,1594321.61666324
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",70,1,-1058929.50311227,2117861.00622454,2117863.61139473
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",71,1,-1704965.34096405,3409932.6819281,3409935.28709829
"model_Yrbf5-005-fz01_tr100_legd1.RData","Yrbf5-005-fz01",72,1,-797011.272445348,1594024.5448907,1594027.15006088
