"deg5","deg6"
0.998436402819826,0.77575212959499
0.992983976186139,0.663567694334244
0.994678752390668,0.731213286930462
0.999245438216941,0.655232995716739
0.999641781283398,0.671548700000978
0.986011636448814,0.591155161117135
0.984394102456558,0.64562026925442
0.991002400274852,0.746197482253074
0.997131762895425,0.671606270683951
0.995094110248551,0.617468690874899
0.989621066127755,0.669879051627644
0.996231056126792,0.648981599116563
0.996827435781565,0.733781060516867
0.987118733269305,0.735040816992383
0.979312908133891,0.619606492042188
0.980287496796205,0.732683527172476
0.993351162142661,0.722664426056043
0.990482736255371,0.708065681240187
0.974790255058737,0.716587224516959
0.991908241574314,0.733030666336017
0.994557404205458,0.655441604591172
0.997477380158987,0.686882908386368
0.992244960397575,0.721201044551084
0.979339935823381,0.719880753450068
0.993242581619003,0.676286345115457
0.993930902631109,0.685139703287038
0.99357484278286,0.699241134316625
0.98676677678414,0.676267724491144
0.992698754120659,0.723427768132287
0.985090382969999,0.638653126900739
