"deg2","deg3"
0.0103150076227397,0.613114938363991
0.00447450736230212,0.663046776619453
0.0117760977135367,0.686925874633389
-0.00151859410610232,0.685036262197662
0.00297537829002871,0.611768426067992
-0.00287071747236144,0.661122224501409
-0.005393078679088,0.632546137385407
0.00223719233874425,0.652603473128605
0.00686542025092489,0.601814308895239
0.00388210148928037,0.585187146654487
0.0252064086058242,0.585517299310308
-0.0036865224272336,0.635018771665367
0.00207699601220509,0.629907230612907
-0.00174640757034645,0.650433061063405
0.0198763041316445,0.628374460807787
0.00214836312726196,0.66358249028231
0.00293146212544323,0.61312158112745
-0.00203633161476869,0.628730169624354
0.00713614361473075,0.602203866215938
-0.00125688405301314,0.626775556051577
0.00603317952492067,0.59836997887476
0.003375996001403,0.587005592164121
0.00209607874738163,0.669503234469652
-0.0115560006581945,0.608915579751183
0.0128566153168952,0.632840178726762
0.016181668078822,0.654198238729564
-0.00606387925669597,0.619026781810019
-0.00470795041186836,0.640174375632941
0.00477306575778912,0.639696614547478
-0.0115620105407389,0.631980302973095
