"deg3","deg4"
0.99716071698983,0.92567428450062
0.999532553872185,0.926396763634432
0.999066732877495,0.923422880177816
0.992894559240865,0.942978504038764
0.995727308463729,0.946835672922044
0.997331403590312,0.928491146005806
0.997190727803791,0.870627987171633
0.999396210199539,0.91459289252357
0.999543772731456,0.9291253880831
0.993503416916241,0.929887175162518
0.997647885665456,0.956026499417053
0.996517795190206,0.894372113350138
0.998054802618033,0.929392931029909
0.998034420540911,0.907485977795339
0.999254502707997,0.925764752435967
0.994624508507671,0.938512048821135
0.997787321989772,0.941704929498231
0.997691126314888,0.90954439413832
0.999971382397264,0.949109129891699
0.997380010528006,0.897083202038101
0.998295552479088,0.921581051588362
0.997839648431656,0.936156833532872
0.996777002953833,0.91373174954862
0.989449137229075,0.926732405895266
0.99890835620392,0.914934126003292
0.996843620378742,0.921862298934237
0.995778609696155,0.936611888502626
0.996181910310926,0.943467218206875
0.997844222009656,0.926005564603949
0.991096013307343,0.949971526338641
