"deg3","deg4"
0.99729315659613,0.804506776497344
0.996650327433809,0.782736665154476
0.996850929445789,0.817017049141648
0.994558531606733,0.769950477098288
0.992208737936262,0.776084152268279
0.999181894711858,0.725951846963333
0.993151790307524,0.753002317884241
0.995398084343034,0.770065997997527
0.994301514288021,0.761037136411019
0.995980679332199,0.786210606448843
0.990697026857964,0.778684340265986
0.993571402453833,0.769490396002911
0.996093382931816,0.786345822996566
0.995521571401373,0.794064535121918
0.993189509260277,0.727421859324995
0.995422481314004,0.788942728417872
0.996733226133613,0.816459882725759
0.995271364915836,0.81169528128957
0.999342062441098,0.778392574272757
0.995580300847944,0.7943105935547
0.990627061460611,0.77678741379256
0.997436150954595,0.76620698079636
0.997850741019458,0.796567123209927
0.999904320954824,0.8222596871697
0.997289282166773,0.773421107245128
0.99769799885682,0.790695228429187
0.997593999563015,0.798370328046351
0.994201870939818,0.778616279961215
0.996221434888632,0.785661983698805
0.995115865835911,0.782608746827733
