"deg1","deg2"
1,3.95624742292192e-92
1,1.00852651644037e-94
1,2.54010315773578e-92
1,5.0673391250015e-93
1,1.52385795637211e-93
1,5.00090085244151e-91
1,2.94574114838071e-93
1,9.36514397969944e-92
1,3.21540606033694e-93
1,3.57199983062755e-91
1,5.58259091953343e-93
1,8.15087894061101e-92
1,1.42303133269548e-91
1,1.55148623023192e-92
1,1.09592958882885e-94
1,3.38525463966627e-91
1,7.1631555754842e-89
1,1.03532247457461e-89
1,8.14427137822999e-92
1,2.00834673465574e-93
1,1.77319581454765e-91
1,2.85895215423496e-92
1,4.23600784465257e-92
1,2.07629133413199e-93
1,6.621506830652e-93
1,1.06709281771604e-95
1,2.3286693183624e-91
1,2.37573060140981e-92
1,8.61390027975074e-93
1,1.06853508137525e-92
