"deg1","deg2","deg3"
1.85484001647057,-0.00255930341202702,0.21033923515229
2.01721426951299,-0.000359592564091205,0.204927921390004
2.49309356168945,-0.00785972170870096,0.198735592776438
2.08024788519909,-0.00968697857603713,0.198422659221174
1.58709665793989,0.00937236717600788,0.213136800046809
1.75394897292503,-0.00107942378463781,0.245727416325695
1.26722343352523,-0.00818915770473405,0.210383679961176
1.55821393068611,-0.00656239946652106,0.221862123817375
2.22363682505824,-0.0127030770591254,0.182727298094676
1.83543678947256,-0.0075800041054452,0.198035144758824
1.27808399158071,0.011423053375677,0.229784373400485
1.80262697879883,0.00317709692604382,0.191262604900481
1.73407285733228,0.00233268521517876,0.214561714038977
1.81897105920682,0.0075366108772031,0.213283457542811
1.83176997520677,-0.00825732992411235,0.224280119114886
2.5218305353952,0.00231583609385391,0.224802998187374
1.75036917250114,-0.00570220101095856,0.203999444885556
1.86483923845692,0.00217677303131362,0.213680972339513
1.71223003808387,-0.00842217704097122,0.219859148660352
1.85020844713317,0.00299552115524317,0.223011001692715
2.13547422450753,0.000875419407775932,0.202838129651427
1.67492546575116,0.00718338841582658,0.216927864323442
1.65368974986337,0.00128762315984749,0.202898958602005
1.77638425206033,-0.00844386949352692,0.201406159123676
1.78475336425259,0.00202373534237857,0.19946351415968
2.11114872027872,0.0013106170351997,0.197318549813099
2.05424852399067,0.000826928784666442,0.199572224793069
1.83856667301915,-0.000194582173195789,0.198995982263391
1.66215438458377,0.00338727855989376,0.205596484693754
1.68590389832591,-0.00367532604621658,0.199567321906582
1.33004139545559,-0.00116773134929404,0.190865220545439
1.49816914797936,0.00447827908106567,0.213517279095507
1.79084350419994,-0.00331169684389376,0.216147697615245
2.244591400815,-0.00222306492598005,0.220417652025102
1.53647613018444,-0.00248380142397268,0.194183922395982
1.67865588162645,0.011137678907855,0.224633834251847
2.21093063364465,0.00258204481843717,0.213441046607092
1.60577203473996,-0.00352934655953457,0.203016680973925
1.84169474861899,-0.00748077688040394,0.199652720257691
1.2420492957003,0.00686548019356192,0.199579579849462
1.81281762152207,-0.00519115385647878,0.213908768213514
1.96455458109011,0.00973749162375897,0.201802330545369
1.8476012361755,0.00210062829922396,0.224718666493052
1.11374767748035,0.000570639604544717,0.214135905303314
1.9376718393298,-0.00199840989133174,0.211729526471448
1.50540669601849,-0.000958568120990442,0.217195756126763
2.01538163719658,-0.00189878698747516,0.19960144169826
1.81568043349726,-0.00664677507766565,0.219963032803196
1.21096076720929,0.00887549228439458,0.216366553161256
1.02433271922117,-0.00151649934526295,0.220991519832919
