"deg3","deg4"
0.996775285096829,0.815329138673536
0.997275288942531,0.801014046864372
0.998083456125128,0.795411383088964
0.998914802100129,0.833405441611797
0.997501546113929,0.813246994112481
0.988720402970717,0.811098945172829
0.99302868308707,0.836960151738846
0.999123014906392,0.834595937558425
0.989677793630588,0.834172985149523
0.99673940221565,0.816098955847397
0.998482595328401,0.845117790886902
0.998253080431311,0.836086598047383
0.999016950494405,0.825259673587869
0.997596817265534,0.829395518923518
0.997800593577109,0.82265133817501
0.999748690892966,0.8197019772013
0.997321561520138,0.83024141496214
0.999331315027755,0.818473378530083
0.99490035180277,0.82785212976915
0.997365382808383,0.828399128974325
0.987185693232882,0.804925019924362
0.995527534724646,0.832501704139374
0.996555387120144,0.827822915566233
0.992638104444715,0.831312665802288
0.999819158506528,0.825906243928783
0.998358142576374,0.824260220558297
0.998559079504867,0.833012976841436
0.99652588681593,0.82153744939805
0.999021132661391,0.823985676306766
0.998268902362651,0.832500814055699
0.999665670026639,0.822810135976678
0.998060712032409,0.811895105588487
0.997651701562756,0.829358174828392
0.999613595794482,0.81703995018923
0.999480764708099,0.822849437490312
0.990450265391621,0.82769647669509
0.99878327332447,0.808049519073379
0.99525896287051,0.83321283015845
0.996912629717506,0.810296759268241
0.998951468364982,0.802276325888458
0.997139110486274,0.825742887866099
0.996253414285414,0.822571264292093
0.991701243760809,0.823878906134946
0.988498651059829,0.832591887376283
0.995987027936458,0.809811742442798
0.995461058344615,0.826540567034306
0.998193608899323,0.826811968183364
0.999289902812601,0.827314228172456
0.994681531877392,0.79749228355046
0.999835946310984,0.828571702919234
