"deg1","deg2","deg3"
0.0636190757610919,0.997957973550358,0.833402914945372
0.0436731575833362,0.999713086651115,0.837628440021386
0.0126635472369613,0.993728913962779,0.842469580316757
0.0375028021665575,0.992271030231477,0.842714390388688
0.112490754714984,0.992522042411126,0.831220261747358
0.0794392510062362,0.999138744594924,0.805893247622043
0.205075409010014,0.993466070531555,0.83336822912927
0.11918254375504,0.994764000365332,0.824421216530165
0.0261728888392727,0.989864683526808,0.855011995581302
0.0664409968639719,0.993952089668754,0.843017566682126
0.20121981279151,0.990885920284944,0.818259328064942
0.0714468170788408,0.997465047679148,0.848319857180341
0.0829051567821979,0.998138788169535,0.830109046460115
0.0689158455146878,0.993986711466657,0.831105875680764
0.0669856982916482,0.993411678809311,0.822539344841507
0.0116745935942963,0.998152231786991,0.822132533558768
0.0800546318750205,0.995450326506287,0.83835393270648
0.0622039414300527,0.998263187777544,0.830795850516004
0.086854283880838,0.993280154413963,0.825980852485009
0.0642835119505673,0.997609923493092,0.823526944004498
0.0327222934316336,0.999301516459523,0.839261554219947
0.0939488564408321,0.994268534580428,0.828264562024381
0.0981905663642516,0.998972625644519,0.839214008267631
0.0756696049377873,0.993262846956412,0.840380999606328
0.0743013308579446,0.998385293917338,0.841900181348779
0.0347595308788828,0.998954279201864,0.843578264050992
0.0399516441197717,0.999340206365027,0.841815152162175
0.0659789469086807,0.999844745889179,0.842265887434416
0.096481823487514,0.99729734790214,0.837106123675571
0.0918143109748148,0.997067520693808,0.841818986967652
0.183504632724868,0.99906828539698,0.848631189188374
0.134089309190422,0.996426862205459,0.830923513080228
0.0733184118136564,0.997357653048116,0.828872621040472
0.0247943753071609,0.99822625227888,0.825545899119139
0.124421647696094,0.998018215229406,0.846031871331822
0.0932191289113016,0.991113601679785,0.822264141549959
0.0270406409528508,0.997939828593247,0.830982967484238
0.108324007247798,0.997183994716588,0.839121994171835
0.0655198127859159,0.994031259294834,0.841752192960746
0.214218374578639,0.994522182383749,0.841809399392633
0.0698599551723195,0.995858077087982,0.830618202445624
0.0494658131598486,0.992230728551408,0.840071259522675
0.0646600507541724,0.998323942344703,0.822198142218553
0.265387449202149,0.999544695494461,0.830441076750939
0.0526632717132246,0.998405500662861,0.832318051499456
0.132219548618303,0.999235173412911,0.828055791869412
0.043864676961421,0.998484988088809,0.841792300161235
0.0694194072228374,0.994696679836207,0.825899945151415
0.225910441263042,0.992918474710653,0.828702035482314
0.305678148718972,0.998790009049731,0.825099035946175
