"lin","lin_nofz","quad","quad_nofz","cubic","cubic_nofz","rbf5_05","rbf5_05_nofz","rbf5_005","rbf5_005_nofz"
5.14127614508589,4.94005427653298,8.81971671661326,8.31584480413729,9.86261492658088,8.74400424765188,32.6821751645088,34.6284535723778,69.1287996352468,60.9152742114536
6.0654292200651,5.3245399882699,7.10282566986269,7.3913608877113,8.38347211645902,7.79387930954872,36.0649869646502,32.565846069265,62.3265408079747,65.4606217192575
5.02748575379824,4.85964309678179,7.86025107091836,6.73907610382993,7.91421858761839,6.96233404932601,34.1900298228278,32.6076419726337,62.9311499459955,62.0898126986475
5.54737891236998,6.33732483604726,8.83098162636787,7.17292677984158,8.4558527516427,9.00273388474423,29.819962582713,31.4445366617582,72.423888208081,64.0041705900745
4.68958530091402,5.40143768128323,7.20687063811673,7.64771972811749,8.04365919407154,8.22557721652512,32.1276627294766,30.0731498925526,62.671428107273,64.976877100937
5.83034896704225,5.18085831200325,6.38824664270424,7.03554132618152,8.78876408108487,7.53338170365432,34.5763780352184,33.4608417335963,68.3397654676975,56.6655773929218
6.17638886302411,5.97858271659122,7.40017533328778,6.39813884222556,9.06952321302287,7.75782746959712,29.9264894351255,34.2244426108956,54.2423806692959,62.2994823410759
5.87563059824127,5.59829393474787,5.80864319712803,6.56655733593385,8.59594935785843,9.15642190739208,36.9872356292002,32.5753460908542,64.985624257216,61.3576696362974
4.74894627720308,5.82011757846894,7.32118426440048,7.71499855195161,9.02705478888899,8.08631185690473,33.6066457386343,34.5002031659278,62.1023240144326,58.1977288701703
5.12991048478466,5.02640213451383,7.29031495769782,7.06309931975482,8.64096079007884,8.54653225820311,33.839156191776,34.095509300845,58.3803245819389,63.0409813571971
5.24875220543994,5.23318895684472,7.57657465247579,6.50968473324485,8.16051589383383,8.70124678209226,33.0250224448878,36.5081007930677,66.8198154530037,64.2829073835408
5.32054487407071,4.91926131957937,7.42323719248623,7.11158151074268,7.97999820363764,7.6307277995797,33.5475245627629,34.590036727293,57.9809735609341,54.3124879847349
5.45416393163277,5.41176173015421,6.5729032702291,7.31730842397991,8.4816478428161,8.40755311210944,32.3817187698161,33.3807728061432,68.363047892216,66.4153905451403
6.29190422875047,4.52943140257128,7.23166367506312,5.7711355995183,6.53205293815434,7.36565227712251,31.7854637011681,31.6385615547199,70.1681667591565,57.5943476866307
5.13695448953859,4.60128731452429,8.70247142646883,7.94367637527124,9.37108962886615,9.70023751442545,39.286743774449,30.9468559031492,62.5079745785433,56.6649157298789
5.5835224623711,5.07635711293517,8.05401869492448,6.351022588905,8.63674917951631,8.14735962352314,31.7242522515848,32.5050720578835,58.7195643055757,56.8203003872659
