"deg2","deg3"
0.994056577988691,0.710488193558944
0.999014275527274,0.652239899101047
0.999807696588568,0.641181890928372
0.99462127625342,0.663761873143584
0.996010872982895,0.648196949156249
0.995502277558465,0.598093617817722
0.999696562680565,0.589813694792509
0.995142418738916,0.658937966968386
0.998629021809936,0.629961805588072
0.996927903770811,0.61467619442624
0.989675094181958,0.572895191846644
0.997768523769499,0.584125864338494
0.985033557035691,0.660177140389246
0.990785607852641,0.696990040495528
0.997398553727596,0.550591789839958
0.99481921353514,0.673513524770678
0.997863800520653,0.684392357259283
0.995567332475076,0.73384066304845
0.994835013438133,0.677044052616939
0.998358324879775,0.729198762648171
0.993477869456733,0.535728101945884
0.988003904317812,0.627557064054997
0.999061025014509,0.69308472606791
0.994000193093376,0.678730607084381
0.984024312524885,0.632120545081862
0.992444890750365,0.659042447553661
0.993651069808336,0.68016382766926
0.992754478039785,0.66648539660836
0.999492733382694,0.617011447843345
0.996215094686817,0.66056841511729
