"deg1","deg2"
1,1.20419204766809e-127
1,6.9829463089436e-131
1,4.55773689446652e-125
1,4.22798916922049e-126
1,3.48508906195438e-127
1,6.66363753097103e-124
1,9.57626155581607e-128
1,2.76500230932572e-126
1,1.75954854086787e-127
1,1.42543377820909e-125
1,5.4409374723978e-128
1,2.38246851304201e-125
1,3.23858132492106e-125
1,8.7720926893996e-128
1,7.56250975406897e-130
1,1.08961060257814e-129
1,4.06050441590582e-121
1,1.32636808782979e-121
1,2.19970554334385e-128
1,3.61855781311634e-131
1,1.97083846095136e-125
1,1.20689979426839e-124
1,2.02202374207692e-127
1,5.91577641998923e-129
1,2.15454805416307e-127
1,1.91992886501325e-133
1,1.46214698728144e-125
1,5.36762105200844e-126
1,1.84992805657116e-129
1,3.13299845841944e-126
