"deg1","deg2","deg3","deg4","deg5"
-7.3564724986767,82.8235367388699,166.78073526515,255.153978486095,318.841185011127
-7.35545142417405,80.9309535883594,168.286022022931,259.225090803157,318.474967043686
-7.36357666540192,79.4101745464675,170.039746097164,251.829954174464,326.573959808262
-7.3558059755595,82.4701927048447,169.013619490334,248.844990422892,325.234998373731
-7.35959003367078,81.1303555292751,166.672053790372,255.105252713521,315.250799116696
-7.35281615669542,78.9598845928616,166.133696827734,259.211138922938,333.29088082125
-7.35667562831673,81.904516852835,165.139146912188,246.214944267206,313.949793455518
-7.35410460722192,82.0217823706805,165.777486520317,250.404795936074,330.943393490457
-7.35325650740144,82.5372578869695,165.869289440792,248.443593877077,323.460434540876
-7.35178387756473,84.9161600153703,166.278144253519,259.784914476694,316.59411473365
