"deg1","deg2","deg3","deg4","deg5"
1,0.999996643556009,0.818472580064882,0.122344648935555,0.00553557320000561
1,0.999989501832488,0.869082031743038,0.112078631621255,0.0025781326408433
1,0.999998825265301,0.843081121432063,0.149816196597116,0.0034681906253336
1,0.999993754230986,0.823479812536313,0.0732907014555155,0.00224887196352608
1,0.999997005086611,0.862945231187923,0.148782558776714,0.00190064271662601
1,0.999995505004985,0.894564344316798,0.0822659495294063,0.00183252986874882
1,0.999997110757618,0.786046582240562,0.14697128878609,0.00227218175419796
1,0.999993663219944,0.844796055963796,0.104764777549375,0.00169823327730772
1,0.999997903685198,0.826825369609111,0.0669224562329211,0.0034479977560175
1,0.999987065146791,0.87095994534608,0.0670025528635454,0.00491441636611231
