"deg1","deg2","deg3","deg4","deg5"
-4.34031093354407,19.8569073061899,45.4056116069942,67.3673255806573,85.2530895464303
-4.33247473544936,21.1722071338407,43.4728909846975,67.9959296537327,88.891866092892
-4.33608574950989,18.7520816014578,44.5104645438548,65.8643315006776,87.502020811376
-4.33971031589717,20.5571533063961,45.2291119195953,70.8877412653063,89.5234361270808
-4.34248172632748,19.7323328748474,43.7280238177378,65.9169484231087,90.2938784633162
-4.34175464909076,20.1816556542912,42.3263634588254,70.1243448405316,90.459990067682
-4.3396302033886,19.6933121918351,46.4921325345312,66.0098101982635,89.4759580742117
-4.33705964330272,20.5739122315291,44.445257459832,68.4718466584333,90.8052757873895
-4.34051754897992,19.3498863483196,45.1096797408898,71.4776274469336,87.5296481410995
-4.33987637151697,21.4275087075103,43.393382174926,71.4699241878095,85.8327162786511
