"deg3","deg4"
1,3.72881329278871e-94
1,2.90374189669399e-95
1,5.39565164290465e-94
1,4.5071121419599e-97
1,2.01944883248533e-95
1,7.13338822764505e-95
1,1.0422769937567e-95
1,7.93242833231007e-94
1,2.03793147992781e-95
1,3.50940142892615e-93
1,7.02564786753741e-95
1,7.85838795505887e-93
1,6.41825003581151e-93
1,7.61083251000496e-95
1,1.78181925192376e-95
1,1.06347385319871e-92
1,9.63196502429466e-93
1,1.24303974482928e-93
1,2.24075725795911e-94
1,7.91390513109708e-94
1,4.0218904798075e-93
1,2.16017142877641e-95
1,6.70361318615728e-96
1,1.9783140171852e-95
1,2.24945614845813e-95
1,1.61022017859851e-95
1,4.2090596355931e-93
1,2.49598455195295e-94
1,4.12851163396474e-93
1,1.36957251995112e-94
