"deg1","deg2"
0.998646731130272,0.79449544046413
0.992254136849732,0.713292912136873
0.996754475784815,0.802271689356393
0.991043767988334,0.756347042106347
0.999702778493425,0.74862025821154
0.988880328272325,0.701813513422627
0.999508681024198,0.680353438394578
0.999571904513471,0.748942717802662
0.999929311332575,0.723192662708264
0.996360034572713,0.745297008770839
0.995072327774354,0.717612351049449
0.999514948901938,0.730509106465752
0.991177221323374,0.760738479726437
0.998003791581931,0.758882504077753
0.999145554078388,0.640472427101085
0.988737021201256,0.77320086134323
0.99455851054359,0.800763824478165
0.999163640687797,0.827574211027364
0.997726896607751,0.763493591791344
0.994927742657855,0.726397927510435
0.998026243297376,0.715074638972083
0.99748126437759,0.753881675996637
0.991292473877208,0.774627009907678
0.995540071206841,0.77520384546948
0.993676078669179,0.734917803249757
0.995654979048828,0.718181345880412
0.9960875300816,0.768605375649468
0.988282385208583,0.755520102350492
0.994422645950921,0.702220890624511
0.996307477745556,0.763688149557236
