"deg3","deg4"
0.0206238624836579,90.4715107564889
0.00782097364291265,93.1736576604558
0.0163624885443066,87.4278348549185
0.00327882194743655,84.8589197771252
0.00548291011321444,87.6036158241392
0.0075051497507495,90.1397248637522
0.0116777457006841,88.9170861180057
0.00625156007074767,88.0521864970288
0.0114223452181578,86.5389572233386
0.0157721802105974,90.1247316962096
0.0073731955334354,86.8663207881412
0.00228745415417836,84.2759011376507
0.00740095540568405,89.3608377759035
0.0138100616644088,89.3529163550786
0.00903397879275391,85.3846168383225
0.00515893019575544,90.029085471014
0.00372325785225517,85.3199501529699
0.00643650859942072,89.5533101450468
0.00916130443472798,87.3291139752082
0.0161128377061209,89.7664063559621
0.00224064402072728,91.1578897800387
0.00446200065074659,90.7582472699921
0.00327534762449182,87.6815368319522
0.0185952710735895,87.1171776640883
0.0281712059185951,87.5682147218762
0.0156279713828102,92.8825491227582
0.00672372807229605,85.355790274112
0.0264775178362246,86.6467916347412
0.0048072660261708,88.5686125904756
0.00750740654698826,90.2275614866202
