"deg3","deg4"
1,1.01176671975939e-92
1,1.08813386535769e-94
1,2.2396056040368e-93
1,5.14881427278206e-96
1,5.20511727206647e-94
1,9.05502912131339e-94
1,1.4570645927045e-94
1,2.43907655566795e-92
1,1.0906368475205e-94
1,8.58122066133305e-92
1,1.59518661358505e-93
1,6.7428959206646e-92
1,1.39550646292946e-91
1,2.74619584947121e-94
1,1.75525854165447e-94
1,5.10793628024667e-91
1,1.72785702462121e-91
1,5.94082482712658e-93
1,2.66779478659294e-93
1,2.73466896032187e-92
1,5.80686871249328e-92
1,8.16715876126358e-94
1,3.66538010921721e-95
1,3.90259107700963e-94
1,3.04805802138855e-94
1,3.03857308620944e-94
1,2.8033388529789e-92
1,2.34591782190137e-93
1,2.47543612615526e-92
1,1.00992735756479e-93
